시도명,시군명,소의종류,소의성별,출생년월,출생두수
강원도,동해시,한우,수,201510,9
강원도,동해시,한우,수,201511,3
강원도,동해시,한우,수,201512,11
강원도,동해시,한우,암,201501,8
강원도,동해시,한우,암,201502,8
강원도,동해시,한우,암,201503,11
강원도,동해시,한우,암,201504,26
강원도,동해시,한우,암,201505,29
강원도,동해시,한우,암,201506,10
강원도,동해시,한우,암,201507,17
강원도,동해시,한우,암,201508,11
강원도,동해시,한우,암,201509,9
강원도,동해시,한우,암,201510,10
강원도,동해시,한우,암,201511,6
강원도,동해시,한우,암,201512,4
강원도,삼척시,한우,수,201501,163
강원도,삼척시,한우,수,201502,127
강원도,삼척시,한우,수,201503,212
강원도,삼척시,한우,수,201504,226
강원도,삼척시,한우,수,201505,221
강원도,삼척시,한우,수,201506,156
강원도,삼척시,한우,수,201507,112
강원도,삼척시,한우,수,201508,137
강원도,삼척시,한우,수,201509,121
강원도,삼척시,한우,수,201510,102
강원도,삼척시,한우,수,201511,128
강원도,삼척시,한우,수,201512,111
강원도,삼척시,한우,암,201501,130
강원도,삼척시,한우,암,201502,139
강원도,삼척시,한우,암,201503,211
강원도,삼척시,한우,암,201504,219
강원도,삼척시,한우,암,201505,211
강원도,삼척시,한우,암,201506,163
강원도,삼척시,한우,암,201507,108
강원도,삼척시,한우,암,201508,130
강원도,삼척시,한우,암,201509,114
강원도,삼척시,한우,암,201510,87
강원도,삼척시,한우,암,201511,129
강원도,삼척시,한우,암,201512,104
강원도,속초시,한우,수,201501,3
강원도,속초시,한우,수,201502,5
강원도,속초시,한우,수,201503,11
강원도,속초시,한우,수,201504,5
강원도,속초시,한우,수,201505,10
강원도,속초시,한우,수,201506,2
강원도,속초시,한우,수,201507,4
강원도,속초시,한우,수,201508,7
강원도,속초시,한우,수,201509,2
강원도,속초시,한우,수,201511,7
강원도,속초시,한우,수,201512,2
강원도,속초시,한우,암,201501,2
강원도,속초시,한우,암,201502,3
강원도,속초시,한우,암,201503,5
강원도,속초시,한우,암,201504,5
강원도,속초시,한우,암,201505,5
강원도,속초시,한우,암,201506,9
강원도,속초시,한우,암,201507,5
강원도,속초시,한우,암,201508,2
강원도,속초시,한우,암,201509,5
강원도,속초시,한우,암,201510,3
강원도,속초시,한우,암,201511,1
강원도,속초시,한우,암,201512,6
강원도,양구군,한우,수,201501,38
강원도,양구군,한우,수,201502,53
강원도,양구군,한우,수,201503,143
강원도,양구군,한우,수,201504,185
강원도,양구군,한우,수,201505,182
강원도,양구군,한우,수,201506,100
강원도,양구군,한우,수,201507,89
강원도,양구군,한우,수,201508,79
강원도,양구군,한우,수,201509,56
강원도,양구군,한우,수,201510,61
강원도,양구군,한우,수,201511,33
강원도,양구군,한우,수,201512,48
강원도,양구군,한우,암,201501,40
강원도,양구군,한우,암,201502,66
강원도,양구군,한우,암,201503,139
강원도,양구군,한우,암,201504,166
강원도,양구군,한우,암,201505,163
강원도,양구군,한우,암,201506,88
강원도,양구군,한우,암,201507,72
강원도,양구군,한우,암,201508,76
강원도,양구군,한우,암,201509,46
강원도,양구군,한우,암,201510,65
강원도,양구군,한우,암,201511,36
강원도,양구군,한우,암,201512,28
강원도,양양군,한우,수,201501,55
강원도,양양군,한우,수,201502,50
강원도,양양군,한우,수,201503,118
강원도,양양군,한우,수,201504,114
강원도,양양군,한우,수,201505,95
강원도,양양군,한우,수,201506,115
강원도,양양군,한우,수,201507,73
강원도,양양군,한우,수,201508,81
강원도,양양군,한우,수,201509,56
강원도,양양군,한우,수,201510,56
강원도,양양군,한우,수,201511,52
강원도,양양군,한우,수,201512,60
강원도,양양군,한우,암,201501,62
강원도,양양군,한우,암,201502,68
강원도,양양군,한우,암,201503,92
강원도,양양군,한우,암,201504,110
강원도,양양군,한우,암,201505,106
강원도,양양군,한우,암,201506,110
강원도,양양군,한우,암,201507,71
강원도,양양군,한우,암,201508,74
강원도,양양군,한우,암,201509,81
강원도,양양군,한우,암,201510,58
강원도,양양군,한우,암,201511,53
강원도,양양군,한우,암,201512,38
강원도,영월군,한우,수,201501,68
강원도,영월군,한우,수,201502,137
강원도,영월군,한우,수,201503,260
강원도,영월군,한우,수,201504,271
강원도,영월군,한우,수,201505,238
강원도,영월군,한우,수,201506,193
강원도,영월군,한우,수,201507,149
강원도,영월군,한우,수,201508,157
강원도,영월군,한우,수,201509,118
강원도,영월군,한우,수,201510,105
강원도,영월군,한우,수,201511,75
강원도,영월군,한우,수,201512,73
강원도,영월군,한우,암,201501,53
강원도,영월군,한우,암,201502,143
강원도,영월군,한우,암,201503,253
강원도,영월군,한우,암,201504,257
강원도,영월군,한우,암,201505,239
강원도,영월군,한우,암,201506,178
강원도,영월군,한우,암,201507,139
강원도,영월군,한우,암,201508,128
강원도,영월군,한우,암,201509,91
강원도,영월군,한우,암,201510,89
강원도,영월군,한우,암,201511,78
강원도,영월군,한우,암,201512,63
강원도,원주시,육우,수,201501,19
강원도,원주시,육우,수,201502,13
강원도,원주시,육우,수,201503,13
강원도,원주시,육우,수,201504,11
강원도,원주시,육우,수,201505,16
강원도,원주시,육우,수,201506,14
강원도,원주시,육우,수,201507,15
강원도,원주시,육우,수,201508,28
강원도,원주시,육우,수,201509,16
강원도,원주시,육우,수,201510,14
강원도,원주시,육우,수,201511,26
강원도,원주시,육우,수,201512,15
강원도,원주시,육우,암,201501,3
강원도,원주시,육우,암,201502,4
강원도,원주시,육우,암,201503,5
강원도,원주시,육우,암,201504,2
강원도,원주시,육우,암,201505,2
강원도,원주시,육우,암,201506,2
강원도,원주시,육우,암,201507,1
강원도,원주시,육우,암,201509,1
강원도,원주시,육우,암,201510,2
강원도,원주시,육우,암,201511,1
강원도,원주시,육우,암,201512,2
강원도,원주시,젖소,암,201501,19
강원도,원주시,젖소,암,201502,13
강원도,원주시,젖소,암,201503,15
강원도,원주시,젖소,암,201504,19
강원도,원주시,젖소,암,201505,24
강원도,원주시,젖소,암,201506,10
강원도,원주시,젖소,암,201507,16
강원도,원주시,젖소,암,201508,17
강원도,원주시,젖소,암,201509,18
강원도,원주시,젖소,암,201510,23
강원도,원주시,젖소,암,201511,11
강원도,원주시,젖소,암,201512,14
강원도,원주시,한우,수,201501,72
강원도,원주시,한우,수,201502,82
강원도,원주시,한우,수,201503,256
강원도,원주시,한우,수,201504,321
강원도,원주시,한우,수,201505,239
강원도,원주시,한우,수,201506,169
강원도,원주시,한우,수,201507,139
강원도,원주시,한우,수,201508,139
강원도,원주시,한우,수,201509,101
강원도,원주시,한우,수,201510,98
강원도,원주시,한우,수,201511,62
강원도,원주시,한우,수,201512,52
강원도,원주시,한우,암,201501,58
강원도,원주시,한우,암,201502,79
강원도,원주시,한우,암,201503,285
강원도,원주시,한우,암,201504,311
강원도,원주시,한우,암,201505,210
강원도,원주시,한우,암,201506,145
강원도,원주시,한우,암,201507,136
강원도,원주시,한우,암,201508,113
강원도,원주시,한우,암,201509,91
강원도,원주시,한우,암,201510,79
강원도,원주시,한우,암,201511,61
강원도,원주시,한우,암,201512,46
강원도,인제군,한우,수,201501,38
강원도,인제군,한우,수,201502,50
강원도,인제군,한우,수,201503,146
강원도,인제군,한우,수,201504,145
강원도,인제군,한우,수,201505,117
강원도,인제군,한우,수,201506,105
강원도,인제군,한우,수,201507,61
강원도,인제군,한우,수,201508,76
강원도,인제군,한우,수,201509,66
강원도,인제군,한우,수,201510,66
강원도,인제군,한우,수,201511,43
강원도,인제군,한우,수,201512,26
강원도,인제군,한우,암,201501,43
강원도,인제군,한우,암,201502,24
강원도,인제군,한우,암,201503,130
강원도,인제군,한우,암,201504,140
강원도,인제군,한우,암,201505,113
강원도,인제군,한우,암,201506,92
강원도,인제군,한우,암,201507,80
강원도,인제군,한우,암,201508,62
강원도,인제군,한우,암,201509,50
강원도,인제군,한우,암,201510,53
강원도,인제군,한우,암,201511,36
강원도,인제군,한우,암,201512,33
강원도,정선군,한우,수,201501,66
강원도,정선군,한우,수,201502,90
강원도,정선군,한우,수,201503,155
강원도,정선군,한우,수,201504,209
강원도,정선군,한우,수,201505,181
강원도,정선군,한우,수,201506,125
강원도,정선군,한우,수,201507,113
강원도,정선군,한우,수,201508,85
강원도,정선군,한우,수,201509,55
강원도,정선군,한우,수,201510,75
강원도,정선군,한우,수,201511,87
강원도,정선군,한우,수,201512,59
강원도,정선군,한우,암,201501,78
강원도,정선군,한우,암,201502,97
강원도,정선군,한우,암,201503,172
강원도,정선군,한우,암,201504,208
강원도,정선군,한우,암,201505,190
강원도,정선군,한우,암,201506,129
강원도,정선군,한우,암,201507,113
강원도,정선군,한우,암,201508,110
강원도,정선군,한우,암,201509,75
강원도,정선군,한우,암,201510,73
강원도,정선군,한우,암,201511,72
강원도,정선군,한우,암,201512,51
강원도,철원군,육우,수,201501,157
강원도,철원군,육우,수,201502,165
강원도,철원군,육우,수,201503,170
강원도,철원군,육우,수,201504,158
강원도,철원군,육우,수,201505,155
강원도,철원군,육우,수,201506,159
강원도,철원군,육우,수,201507,197
강원도,철원군,육우,수,201508,202
강원도,철원군,육우,수,201509,156
강원도,철원군,육우,수,201510,173
강원도,철원군,육우,수,201511,137
강원도,철원군,육우,수,201512,165
강원도,철원군,육우,암,201501,15
강원도,철원군,육우,암,201502,10
강원도,철원군,육우,암,201503,20
강원도,철원군,육우,암,201504,15
강원도,철원군,육우,암,201505,23
강원도,철원군,육우,암,201506,27
강원도,철원군,육우,암,201507,20
강원도,철원군,육우,암,201508,26
강원도,철원군,육우,암,201509,14
강원도,철원군,육우,암,201510,11
강원도,철원군,육우,암,201511,19
강원도,철원군,육우,암,201512,18
강원도,철원군,젖소,암,201501,146
강원도,철원군,젖소,암,201502,167
강원도,철원군,젖소,암,201503,184
강원도,철원군,젖소,암,201504,119
강원도,철원군,젖소,암,201505,146
강원도,철원군,젖소,암,201506,191
강원도,철원군,젖소,암,201507,160
강원도,철원군,젖소,암,201508,169
강원도,철원군,젖소,암,201509,142
강원도,철원군,젖소,암,201510,175
강원도,철원군,젖소,암,201511,127
강원도,철원군,젖소,암,201512,160
강원도,철원군,한우,수,201501,69
강원도,철원군,한우,수,201502,90
강원도,철원군,한우,수,201503,225
강원도,철원군,한우,수,201504,291
강원도,철원군,한우,수,201505,273
강원도,철원군,한우,수,201506,203
강원도,철원군,한우,수,201507,170
강원도,철원군,한우,수,201508,150
강원도,철원군,한우,수,201509,103
강원도,철원군,한우,수,201510,138
강원도,철원군,한우,수,201511,83
강원도,철원군,한우,수,201512,83
강원도,철원군,한우,암,201501,67
강원도,철원군,한우,암,201502,90
강원도,철원군,한우,암,201503,224
강원도,철원군,한우,암,201504,320
강원도,철원군,한우,암,201505,263
강원도,철원군,한우,암,201506,194
강원도,철원군,한우,암,201507,126
강원도,철원군,한우,암,201508,144
강원도,철원군,한우,암,201509,99
강원도,철원군,한우,암,201510,112
강원도,철원군,한우,암,201511,87
강원도,철원군,한우,암,201512,96
강원도,춘천시,육우,수,201501,11
강원도,춘천시,육우,수,201502,8
강원도,춘천시,육우,수,201503,16
강원도,춘천시,육우,수,201504,12
강원도,춘천시,육우,수,201505,16
강원도,춘천시,육우,수,201506,16
강원도,춘천시,육우,수,201507,22
강원도,춘천시,육우,수,201508,12
강원도,춘천시,육우,수,201509,11
강원도,춘천시,육우,수,201510,22
강원도,춘천시,육우,수,201511,18
강원도,춘천시,육우,수,201512,15
강원도,춘천시,육우,암,201502,2
강원도,춘천시,육우,암,201503,3
강원도,춘천시,육우,암,201504,3
강원도,춘천시,육우,암,201506,2
강원도,춘천시,육우,암,201507,3
강원도,춘천시,육우,암,201508,2
강원도,춘천시,육우,암,201509,2
강원도,춘천시,육우,암,201510,1
강원도,춘천시,육우,암,201511,1
강원도,춘천시,젖소,암,201501,14
강원도,춘천시,젖소,암,201502,13
강원도,춘천시,젖소,암,201503,14
강원도,춘천시,젖소,암,201504,7
강원도,춘천시,젖소,암,201505,13
강원도,춘천시,젖소,암,201506,15
강원도,춘천시,젖소,암,201507,22
강원도,춘천시,젖소,암,201508,13
강원도,춘천시,젖소,암,201509,14
강원도,춘천시,젖소,암,201510,13
강원도,춘천시,젖소,암,201511,5
강원도,춘천시,젖소,암,201512,13
강원도,춘천시,한우,수,201501,93
강원도,춘천시,한우,수,201502,177
강원도,춘천시,한우,수,201503,379
강원도,춘천시,한우,수,201504,471
강원도,춘천시,한우,수,201505,338
강원도,춘천시,한우,수,201506,260
강원도,춘천시,한우,수,201507,189
강원도,춘천시,한우,수,201508,172
강원도,춘천시,한우,수,201509,119
강원도,춘천시,한우,수,201510,121
강원도,춘천시,한우,수,201511,112
강원도,춘천시,한우,수,201512,103
강원도,춘천시,한우,암,201501,93
강원도,춘천시,한우,암,201502,148
강원도,춘천시,한우,암,201503,384
강원도,춘천시,한우,암,201504,382
강원도,춘천시,한우,암,201505,316
강원도,춘천시,한우,암,201506,251
강원도,춘천시,한우,암,201507,163
강원도,춘천시,한우,암,201508,159
강원도,춘천시,한우,암,201509,125
강원도,춘천시,한우,암,201510,108
강원도,춘천시,한우,암,201511,121
강원도,춘천시,한우,암,201512,90
강원도,태백시,한우,수,201501,14
강원도,태백시,한우,수,201502,13
강원도,태백시,한우,수,201503,11
강원도,태백시,한우,수,201504,31
강원도,태백시,한우,수,201505,28
강원도,태백시,한우,수,201506,22
강원도,태백시,한우,수,201507,15
강원도,태백시,한우,수,201508,15
강원도,태백시,한우,수,201509,6
강원도,태백시,한우,수,201510,10
강원도,태백시,한우,수,201511,5
강원도,태백시,한우,수,201512,9
강원도,태백시,한우,암,201501,10
강원도,태백시,한우,암,201502,8
강원도,태백시,한우,암,201503,12
강원도,태백시,한우,암,201504,31
강원도,태백시,한우,암,201505,27
강원도,태백시,한우,암,201506,10
강원도,태백시,한우,암,201507,8
강원도,태백시,한우,암,201508,9
강원도,태백시,한우,암,201509,7
강원도,태백시,한우,암,201510,6
강원도,태백시,한우,암,201511,9
강원도,태백시,한우,암,201512,9
강원도,평창군,육우,수,201501,37
강원도,평창군,육우,수,201502,47
강원도,평창군,육우,수,201503,35
강원도,평창군,육우,수,201504,42
강원도,평창군,육우,수,201505,30
강원도,평창군,육우,수,201506,39
강원도,평창군,육우,수,201507,49
강원도,평창군,육우,수,201508,38
강원도,평창군,육우,수,201509,31
강원도,평창군,육우,수,201510,21
강원도,평창군,육우,수,201511,42
강원도,평창군,육우,수,201512,55
강원도,평창군,육우,암,201501,1
강원도,평창군,육우,암,201502,6
강원도,평창군,육우,암,201503,2
강원도,평창군,육우,암,201504,7
강원도,평창군,육우,암,201505,3
강원도,평창군,육우,암,201506,1
강원도,평창군,육우,암,201507,4
강원도,평창군,육우,암,201508,3
강원도,평창군,육우,암,201509,3
강원도,평창군,육우,암,201511,7
강원도,평창군,육우,암,201512,8
강원도,평창군,젖소,암,201501,43
강원도,평창군,젖소,암,201502,39
강원도,평창군,젖소,암,201503,29
강원도,평창군,젖소,암,201504,49
강원도,평창군,젖소,암,201505,37
강원도,평창군,젖소,암,201506,42
강원도,평창군,젖소,암,201507,34
강원도,평창군,젖소,암,201508,41
강원도,평창군,젖소,암,201509,31
강원도,평창군,젖소,암,201510,32
강원도,평창군,젖소,암,201511,35
강원도,평창군,젖소,암,201512,36
강원도,평창군,한우,수,201501,61
강원도,평창군,한우,수,201502,90
강원도,평창군,한우,수,201503,195
강원도,평창군,한우,수,201504,294
강원도,평창군,한우,수,201505,248
강원도,평창군,한우,수,201506,159
강원도,평창군,한우,수,201507,153
강원도,평창군,한우,수,201508,109
강원도,평창군,한우,수,201509,166
강원도,평창군,한우,수,201510,117
강원도,평창군,한우,수,201511,96
강원도,평창군,한우,수,201512,64
강원도,평창군,한우,암,201501,83
강원도,평창군,한우,암,201502,95
강원도,평창군,한우,암,201503,180
강원도,평창군,한우,암,201504,262
강원도,평창군,한우,암,201505,226
강원도,평창군,한우,암,201506,136
강원도,평창군,한우,암,201507,138
강원도,평창군,한우,암,201508,119
강원도,평창군,한우,암,201509,143
강원도,평창군,한우,암,201510,109
강원도,평창군,한우,암,201511,78
강원도,평창군,한우,암,201512,60
강원도,홍천군,육우,수,201501,30
강원도,홍천군,육우,수,201502,26
강원도,홍천군,육우,수,201503,34
강원도,홍천군,육우,수,201504,26
강원도,홍천군,육우,수,201505,27
강원도,홍천군,육우,수,201506,40
강원도,홍천군,육우,수,201507,41
강원도,홍천군,육우,수,201508,43
강원도,홍천군,육우,수,201509,26
강원도,홍천군,육우,수,201510,32
강원도,홍천군,육우,수,201511,38
강원도,홍천군,육우,수,201512,33
강원도,홍천군,육우,암,201501,7
강원도,홍천군,육우,암,201502,3
강원도,홍천군,육우,암,201503,4
강원도,홍천군,육우,암,201504,1
강원도,홍천군,육우,암,201505,6
강원도,홍천군,육우,암,201506,2
강원도,홍천군,육우,암,201507,2
강원도,홍천군,육우,암,201508,5
강원도,홍천군,육우,암,201509,5
강원도,홍천군,육우,암,201510,3
강원도,홍천군,육우,암,201511,6
강원도,홍천군,육우,암,201512,7
강원도,홍천군,젖소,암,201501,28
강원도,홍천군,젖소,암,201502,23
강원도,홍천군,젖소,암,201503,36
강원도,홍천군,젖소,암,201504,24
강원도,홍천군,젖소,암,201505,18
강원도,홍천군,젖소,암,201506,30
강원도,홍천군,젖소,암,201507,31
강원도,홍천군,젖소,암,201508,49
강원도,홍천군,젖소,암,201509,25
강원도,홍천군,젖소,암,201510,24
강원도,홍천군,젖소,암,201511,25
강원도,홍천군,젖소,암,201512,27
강원도,홍천군,한우,수,201501,216
강원도,홍천군,한우,수,201502,216
강원도,홍천군,한우,수,201503,524
강원도,홍천군,한우,수,201504,618
강원도,홍천군,한우,수,201505,486
강원도,홍천군,한우,수,201506,384
강원도,홍천군,한우,수,201507,273
강원도,홍천군,한우,수,201508,226
강원도,홍천군,한우,수,201509,204
강원도,홍천군,한우,수,201510,189
강원도,홍천군,한우,수,201511,170
강원도,홍천군,한우,수,201512,154
강원도,홍천군,한우,암,201501,169
강원도,홍천군,한우,암,201502,206
강원도,홍천군,한우,암,201503,517
강원도,홍천군,한우,암,201504,578
강원도,홍천군,한우,암,201505,445
강원도,홍천군,한우,암,201506,334
강원도,홍천군,한우,암,201507,251
강원도,홍천군,한우,암,201508,211
강원도,홍천군,한우,암,201509,168
강원도,홍천군,한우,암,201510,139
강원도,홍천군,한우,암,201511,135
강원도,홍천군,한우,암,201512,159
강원도,화천군,육우,수,201502,4
강원도,화천군,육우,수,201503,3
강원도,화천군,육우,수,201504,3
강원도,화천군,육우,수,201505,1
강원도,화천군,육우,수,201506,1
강원도,화천군,육우,수,201507,3
강원도,화천군,육우,수,201509,2
강원도,화천군,육우,수,201510,2
강원도,화천군,육우,수,201511,3
강원도,화천군,육우,수,201512,2
강원도,화천군,육우,암,201501,1
강원도,화천군,육우,암,201502,1
강원도,화천군,육우,암,201503,1
강원도,화천군,육우,암,201504,3
강원도,화천군,육우,암,201508,1
강원도,화천군,육우,암,201509,1
강원도,화천군,젖소,암,201501,2
강원도,화천군,젖소,암,201503,1
강원도,화천군,젖소,암,201504,2
강원도,화천군,젖소,암,201506,1
강원도,화천군,젖소,암,201507,2
강원도,화천군,젖소,암,201508,2
강원도,화천군,젖소,암,201509,2
강원도,화천군,젖소,암,201510,4
강원도,화천군,젖소,암,201512,5
강원도,화천군,한우,수,201501,49
강원도,화천군,한우,수,201502,63
강원도,화천군,한우,수,201503,123
강원도,화천군,한우,수,201504,137
강원도,화천군,한우,수,201505,145
강원도,화천군,한우,수,201506,108
강원도,화천군,한우,수,201507,105
강원도,화천군,한우,수,201508,78
강원도,화천군,한우,수,201509,57
강원도,화천군,한우,수,201510,49
강원도,화천군,한우,수,201511,45
강원도,화천군,한우,수,201512,25
강원도,화천군,한우,암,201501,54
강원도,화천군,한우,암,201502,67
강원도,화천군,한우,암,201503,115
강원도,화천군,한우,암,201504,137
강원도,화천군,한우,암,201505,140
강원도,화천군,한우,암,201506,106
강원도,화천군,한우,암,201507,88
강원도,화천군,한우,암,201508,55
강원도,화천군,한우,암,201509,53
강원도,화천군,한우,암,201510,51
강원도,화천군,한우,암,201511,40
강원도,화천군,한우,암,201512,39
강원도,횡성군,육우,수,201501,35
강원도,횡성군,육우,수,201502,40
강원도,횡성군,육우,수,201503,46
강원도,횡성군,육우,수,201504,53
강원도,횡성군,육우,수,201505,45
강원도,횡성군,육우,수,201506,56
강원도,횡성군,육우,수,201507,53
강원도,횡성군,육우,수,201508,68
강원도,횡성군,육우,수,201509,47
강원도,횡성군,육우,수,201510,34
강원도,횡성군,육우,수,201511,30
강원도,횡성군,육우,수,201512,57
강원도,횡성군,육우,암,201501,7
강원도,횡성군,육우,암,201502,13
강원도,횡성군,육우,암,201503,10
강원도,횡성군,육우,암,201504,8
강원도,횡성군,육우,암,201505,15
강원도,횡성군,육우,암,201506,7
강원도,횡성군,육우,암,201507,8
강원도,횡성군,육우,암,201508,6
강원도,횡성군,육우,암,201509,10
강원도,횡성군,육우,암,201510,7
강원도,횡성군,육우,암,201511,5
강원도,횡성군,육우,암,201512,6
강원도,횡성군,젖소,암,201501,25
강원도,횡성군,젖소,암,201502,36
강원도,횡성군,젖소,암,201503,36
강원도,횡성군,젖소,암,201504,47
강원도,횡성군,젖소,암,201505,45
강원도,횡성군,젖소,암,201506,49
강원도,횡성군,젖소,암,201507,50
강원도,횡성군,젖소,암,201508,46
강원도,횡성군,젖소,암,201509,31
강원도,횡성군,젖소,암,201510,43
강원도,횡성군,젖소,암,201511,31
강원도,횡성군,젖소,암,201512,44
강원도,횡성군,한우,수,201501,295
강원도,횡성군,한우,수,201502,383
강원도,횡성군,한우,수,201503,1147
강원도,횡성군,한우,수,201504,1158
강원도,횡성군,한우,수,201505,960
강원도,횡성군,한우,수,201506,738
강원도,횡성군,한우,수,201507,513
강원도,횡성군,한우,수,201508,445
강원도,횡성군,한우,수,201509,385
강원도,횡성군,한우,수,201510,345
강원도,횡성군,한우,수,201511,344
강원도,횡성군,한우,수,201512,336
강원도,횡성군,한우,암,201501,274
강원도,횡성군,한우,암,201502,408
강원도,횡성군,한우,암,201503,1082
강원도,횡성군,한우,암,201504,1137
강원도,횡성군,한우,암,201505,892
강원도,횡성군,한우,암,201506,734
강원도,횡성군,한우,암,201507,511
강원도,횡성군,한우,암,201508,425
강원도,횡성군,한우,암,201509,339
강원도,횡성군,한우,암,201510,332
강원도,횡성군,한우,암,201511,295
강원도,횡성군,한우,암,201512,322
경기도,가평군,육우,수,201501,62
경기도,가평군,육우,수,201502,53
경기도,가평군,육우,수,201503,77
경기도,가평군,육우,수,201504,55
경기도,가평군,육우,수,201505,51
경기도,가평군,육우,수,201506,69
경기도,가평군,육우,수,201507,68
경기도,가평군,육우,수,201508,59
경기도,가평군,육우,수,201509,43
경기도,가평군,육우,수,201510,64
경기도,가평군,육우,수,201511,48
경기도,가평군,육우,수,201512,62
경기도,가평군,육우,암,201501,7
경기도,가평군,육우,암,201502,10
경기도,가평군,육우,암,201503,12
경기도,가평군,육우,암,201504,15
경기도,가평군,육우,암,201505,15
경기도,가평군,육우,암,201506,25
경기도,가평군,육우,암,201507,25
경기도,가평군,육우,암,201508,11
경기도,가평군,육우,암,201509,7
경기도,가평군,육우,암,201510,18
경기도,가평군,육우,암,201511,8
경기도,가평군,육우,암,201512,15
경기도,가평군,젖소,암,201501,55
경기도,가평군,젖소,암,201502,46
경기도,가평군,젖소,암,201503,57
경기도,가평군,젖소,암,201504,50
경기도,가평군,젖소,암,201505,36
경기도,가평군,젖소,암,201506,64
경기도,가평군,젖소,암,201507,49
경기도,가평군,젖소,암,201508,53
경기도,가평군,젖소,암,201509,51
경기도,가평군,젖소,암,201510,69
경기도,가평군,젖소,암,201511,52
경기도,가평군,젖소,암,201512,47
경기도,가평군,한우,수,201501,35
경기도,가평군,한우,수,201502,69
경기도,가평군,한우,수,201503,263
경기도,가평군,한우,수,201504,261
경기도,가평군,한우,수,201505,210
경기도,가평군,한우,수,201506,108
경기도,가평군,한우,수,201507,102
경기도,가평군,한우,수,201508,103
경기도,가평군,한우,수,201509,70
경기도,가평군,한우,수,201510,67
경기도,가평군,한우,수,201511,38
경기도,가평군,한우,수,201512,27
경기도,가평군,한우,암,201501,33
경기도,가평군,한우,암,201502,77
경기도,가평군,한우,암,201503,317
경기도,가평군,한우,암,201504,266
