날짜,가임 암소 수,도축 비육우 수,암송아지가격(천원/마리),수송아지가격(천원/마리),심리지수,물가총지수,물가농축수산물지수,평균도체중량,생산량,출생두수,두당사육비,한우 평균 도매 가격,한우 1등급 소비자 가격
20160428,663985,55688,1595,2498,101.5,100.75,103.42,406.6955723,231,127523,7469854,14530,77892
20160429,663985,55688,1590,2456,101.5,100.75,103.42,406.6955723,231,127523,7469854,15518,78054
20160502,663985,53863,1399,2445,99.2,100.81,101.85,404.9777663,231,113930,7469854,14842,77708
20160503,663985,53863,-,-,99.2,100.81,101.85,404.9777663,231,113930,7469854,14397,76720
20160504,663985,53863,-,-,99.2,100.81,101.85,404.9777663,231,113930,7469854,16197,76491
20160509,663985,53863,1610,2485,99.2,100.81,101.85,404.9777663,231,113930,7469854,16402,74750
20160510,663985,53863,-,-,99.2,100.81,101.85,404.9777663,231,113930,7469854,16826,74750
20160511,663985,53863,-,-,99.2,100.81,101.85,404.9777663,231,113930,7469854,16271,76911
20160512,663985,53863,1593,2461,99.2,100.81,101.85,404.9777663,231,113930,7469854,17089,77184
20160513,663985,53863,1571,2484,99.2,100.81,101.85,404.9777663,231,113930,7469854,16756,77373
20160516,663985,53863,1609,2465,99.2,100.81,101.85,404.9777663,231,113930,7469854,16719,77859
20160517,663985,53863,-,-,99.2,100.81,101.85,404.9777663,231,113930,7469854,16451,77859
20160518,663985,53863,-,-,99.2,100.81,101.85,404.9777663,231,113930,7469854,16280,78459
20160519,663985,53863,1614,2419,99.2,100.81,101.85,404.9777663,231,113930,7469854,16888,78459
20160520,663985,53863,1579,2430,99.2,100.81,101.85,404.9777663,231,113930,7469854,16526,78459
20160523,663985,53863,1569,2494,99.2,100.81,101.85,404.9777663,231,113930,7469854,15892,77569
20160524,663985,53863,-,-,99.2,100.81,101.85,404.9777663,231,113930,7469854,15919,77924
20160525,663985,53863,-,-,99.2,100.81,101.85,404.9777663,231,113930,7469854,15887,77865
20160526,663985,53863,1569,2494,99.2,100.81,101.85,404.9777663,231,113930,7469854,16157,77924
20160527,663985,53863,1673,2550,99.2,100.81,101.85,404.9777663,231,113930,7469854,16233,77224
20160530,663985,53863,1725,2468,99.2,100.81,101.85,404.9777663,231,113930,7469854,16455,76335
20160531,663985,53863,-,-,99.2,100.81,101.85,404.9777663,231,113930,7469854,17055,76669
20160601,663985,50490,-,-,98.8,100.79,99.33,404.0592494,231,90795,7469854,17036,76669
20160602,663985,50490,1685,2592,98.8,100.79,99.33,404.0592494,231,90795,7469854,16925,76539
20160603,663985,50490,1670,2610,98.8,100.79,99.33,404.0592494,231,90795,7469854,17035,77738
20160607,663985,50490,-,-,98.8,100.79,99.33,404.0592494,231,90795,7469854,16768,77035
20160608,663985,50490,-,-,98.8,100.79,99.33,404.0592494,231,90795,7469854,15831,77359
20160609,663985,50490,1717,2548,98.8,100.79,99.33,404.0592494,231,90795,7469854,16903,77468
20160610,663985,50490,1765,2583,98.8,100.79,99.33,404.0592494,231,90795,7469854,16778,77468
20160613,663985,50490,1720,2644,98.8,100.79,99.33,404.0592494,231,90795,7469854,16200,78113
20160614,663985,50490,-,-,98.8,100.79,99.33,404.0592494,231,90795,7469854,16125,78297
20160615,663985,50490,-,-,98.8,100.79,99.33,404.0592494,231,90795,7469854,16015,78981
20160616,663985,50490,1785,2641,98.8,100.79,99.33,404.0592494,231,90795,7469854,16502,78981
20160617,663985,50490,1785,2641,98.8,100.79,99.33,404.0592494,231,90795,7469854,16340,78981
20160620,663985,50490,1754,2623,98.8,100.79,99.33,404.0592494,231,90795,7469854,16334,78219
20160621,663985,50490,-,-,98.8,100.79,99.33,404.0592494,231,90795,7469854,16410,78025
20160622,663985,50490,-,-,98.8,100.79,99.33,404.0592494,231,90795,7469854,16090,78419
20160623,663985,50490,1776,2622,98.8,100.79,99.33,404.0592494,231,90795,7469854,16544,78864
20160624,663985,50490,1804,2634,98.8,100.79,99.33,404.0592494,231,90795,7469854,16748,79381
20160627,663985,50490,1835,2630,98.8,100.79,99.33,404.0592494,231,90795,7469854,16975,78462
20160628,663985,50490,-,-,98.8,100.79,99.33,404.0592494,231,90795,7469854,16682,77718
20160629,663985,50490,-,-,98.8,100.79,99.33,404.0592494,231,90795,7469854,15456,77700
20160630,663985,50490,1958,2875,98.8,100.79,99.33,404.0592494,231,90795,7469854,16986,77989
20160701,690940,47674,1921,2804,101,100.6,99.93,403.2358482,231,72623,7469854,16989,78267
20160704,690940,47674,-,-,101,100.6,99.93,403.2358482,231,72623,7469854,16781,78389
20160705,690940,47674,-,-,101,100.6,99.93,403.2358482,231,72623,7469854,16449,78389
20160706,690940,47674,-,-,101,100.6,99.93,403.2358482,231,72623,7469854,15693,79235
20160707,690940,47674,1927,2736,101,100.6,99.93,403.2358482,231,72623,7469854,16916,79235
20160708,690940,47674,1930,2777,101,100.6,99.93,403.2358482,231,72623,7469854,16578,79235
20160711,690940,47674,2016,2801,101,100.6,99.93,403.2358482,231,72623,7469854,16201,79757
20160712,690940,47674,-,-,101,100.6,99.93,403.2358482,231,72623,7469854,16199,79757
20160713,690940,47674,-,-,101,100.6,99.93,403.2358482,231,72623,7469854,15780,79765
20160714,690940,47674,1973,2731,101,100.6,99.93,403.2358482,231,72623,7469854,16362,79630
20160715,690940,47674,1984,2769,101,100.6,99.93,403.2358482,231,72623,7469854,16113,79251
20160718,690940,47674,2010,2811,101,100.6,99.93,403.2358482,231,72623,7469854,16184,79008
20160719,690940,47674,-,-,101,100.6,99.93,403.2358482,231,72623,7469854,16501,78756
20160720,690940,47674,-,-,101,100.6,99.93,403.2358482,231,72623,7469854,15805,79697
20160721,690940,47674,1909,2730,101,100.6,99.93,403.2358482,231,72623,7469854,16460,79697
20160722,690940,47674,1990,2792,101,100.6,99.93,403.2358482,231,72623,7469854,16547,79697
20160725,690940,47674,2038,2757,101,100.6,99.93,403.2358482,231,72623,7469854,17002,78853
20160726,690940,47674,-,-,101,100.6,99.93,403.2358482,231,72623,7469854,17162,78642
20160727,690940,47674,-,-,101,100.6,99.93,403.2358482,231,72623,7469854,14696,80127
20160728,690940,47674,2070,2791,101,100.6,99.93,403.2358482,231,72623,7469854,16922,80127
20160729,690940,47674,1994,2769,101,100.6,99.93,403.2358482,231,72623,7469854,17042,80486
20160801,690940,78562,2022,2719,101.9,100.86,101.97,405.9378897,231,61918,7469854,17237,79432
20160802,690940,78562,-,-,101.9,100.86,101.97,405.9378897,231,61918,7469854,18055,79227
20160803,690940,78562,-,-,101.9,100.86,101.97,405.9378897,231,61918,7469854,17695,79551
20160804,690940,78562,2026,2716,101.9,100.86,101.97,405.9378897,231,61918,7469854,17553,79551
20160805,690940,78562,2010,2642,101.9,100.86,101.97,405.9378897,231,61918,7469854,17274,79011
20160808,690940,78562,1837,2728,101.9,100.86,101.97,405.9378897,231,61918,7469854,17208,79887
20160809,690940,78562,-,-,101.9,100.86,101.97,405.9378897,231,61918,7469854,16992,79326
20160810,690940,78562,-,-,101.9,100.86,101.97,405.9378897,231,61918,7469854,15322,79738
20160811,690940,78562,1837,2659,101.9,100.86,101.97,405.9378897,231,61918,7469854,16697,79884
20160812,690940,78562,1811,2644,101.9,100.86,101.97,405.9378897,231,61918,7469854,16928,79592
20160816,690940,78562,-,-,101.9,100.86,101.97,405.9378897,231,61918,7469854,16545,79539
20160817,690940,78562,-,-,101.9,100.86,101.97,405.9378897,231,61918,7469854,15145,79928
20160818,690940,78562,1877,2702,101.9,100.86,101.97,405.9378897,231,61918,7469854,17123,79928
20160819,690940,78562,1885,2721,101.9,100.86,101.97,405.9378897,231,61918,7469854,17120,79038
20160822,690940,78562,1829,2740,101.9,100.86,101.97,405.9378897,231,61918,7469854,16970,79447
20160823,690940,78562,-,-,101.9,100.86,101.97,405.9378897,231,61918,7469854,16808,79462
20160824,690940,78562,-,-,101.9,100.86,101.97,405.9378897,231,61918,7469854,17464,80100
20160825,690940,78562,1839,2705,101.9,100.86,101.97,405.9378897,231,61918,7469854,17203,80371
20160826,690940,78562,1839,2714,101.9,100.86,101.97,405.9378897,231,61918,7469854,17299,81103
20160829,690940,78562,1874,2674,101.9,100.86,101.97,405.9378897,231,61918,7469854,16883,81108
20160830,690940,78562,-,-,101.9,100.86,101.97,405.9378897,231,61918,7469854,16859,80941
20160831,690940,78562,-,-,101.9,100.86,101.97,405.9378897,231,61918,7469854,16637,81811
20160901,690940,59242,1906,2756,101.8,101.46,110.56,404.251926,231,49735,7469854,17296,82324
20160902,690940,59242,1887,2776,101.8,101.46,110.56,404.251926,231,49735,7469854,17545,82324
20160905,690940,59242,1990,2820,101.8,101.46,110.56,404.251926,231,49735,7469854,17510,81846
20160906,690940,59242,-,-,101.8,101.46,110.56,404.251926,231,49735,7469854,17182,81630
20160907,690940,59242,-,-,101.8,101.46,110.56,404.251926,231,49735,7469854,16766,81684
20160908,690940,59242,-,-,101.8,101.46,110.56,404.251926,231,49735,7469854,17654,81884
20160909,690940,59242,-,-,101.8,101.46,110.56,404.251926,231,49735,7469854,17754,81884
20160912,690940,59242,-,-,101.8,101.46,110.56,404.251926,231,49735,7469854,17708,82262
20160919,690940,59242,1913,2728,101.8,101.46,110.56,404.251926,231,49735,7469854,17350,82673
20160920,690940,59242,-,-,101.8,101.46,110.56,404.251926,231,49735,7469854,16631,82457
20160921,690940,59242,-,-,101.8,101.46,110.56,404.251926,231,49735,7469854,17730,82638
20160922,690940,59242,1904,2780,101.8,101.46,110.56,404.251926,231,49735,7469854,17648,82414
20160923,690940,59242,1915,2748,101.8,101.46,110.56,404.251926,231,49735,7469854,17681,81657
20160926,690940,59242,1962,2715,101.8,101.46,110.56,404.251926,231,49735,7469854,17308,81435
20160927,690940,59242,-,-,101.8,101.46,110.56,404.251926,231,49735,7469854,16515,81392
20160928,690940,59242,-,-,101.8,101.46,110.56,404.251926,231,49735,7469854,17804,81484
20160929,690940,59242,1937,2633,101.8,101.46,110.56,404.251926,231,49735,7469854,17912,82026
20160930,690940,59242,1958,2664,101.8,101.46,110.56,404.251926,231,49735,7469854,17823,81959
20161004,622545,56831,-,-,102,101.6,106.93,412.8466768,231,47024,7469854,18577,81789
20161005,622545,56831,-,-,102,101.6,106.93,412.8466768,231,47024,7469854,17208,82371
20161006,622545,56831,1930,2524,102,101.6,106.93,412.8466768,231,47024,7469854,17749,82760
20161007,622545,56831,1930,2524,102,101.6,106.93,412.8466768,231,47024,7469854,17532,84125
20161010,622545,56831,1977,2531,102,101.6,106.93,412.8466768,231,47024,7469854,17667,84264
20161011,622545,56831,-,-,102,101.6,106.93,412.8466768,231,47024,7469854,16213,84978
20161012,622545,56831,-,-,102,101.6,106.93,412.8466768,231,47024,7469854,17479,84924
20161013,622545,56831,1862,2459,102,101.6,106.93,412.8466768,231,47024,7469854,17766,84811
20161014,622545,56831,1895,2431,102,101.6,106.93,412.8466768,231,47024,7469854,17277,84712
20161017,622545,56831,1878,2410,102,101.6,106.93,412.8466768,231,47024,7469854,16888,84777
20161018,622545,56831,-,-,102,101.6,106.93,412.8466768,231,47024,7469854,16190,84789
20161019,622545,56831,-,-,102,101.6,106.93,412.8466768,231,47024,7469854,17442,84816
20161020,622545,56831,1858,2456,102,101.6,106.93,412.8466768,231,47024,7469854,17334,84546
20161021,622545,56831,1851,2437,102,101.6,106.93,412.8466768,231,47024,7469854,17110,83051
20161024,622545,56831,1978,2502,102,101.6,106.93,412.8466768,231,47024,7469854,16541,83162
20161025,622545,56831,-,-,102,101.6,106.93,412.8466768,231,47024,7469854,16062,83736
20161026,622545,56831,-,-,102,101.6,106.93,412.8466768,231,47024,7469854,17283,83645
20161027,622545,56831,1960,2537,102,101.6,106.93,412.8466768,231,47024,7469854,17330,84039
20161028,622545,56831,1953,2539,102,101.6,106.93,412.8466768,231,47024,7469854,17641,82153
20161031,622545,56831,1970,2594,102,101.6,106.93,412.8466768,231,47024,7469854,17392,82446
20161101,622545,55190,-,-,95.7,101.45,104.63,413.7107223,231,40688,7469854,17268,83753
20161102,622545,55190,-,-,95.7,101.45,104.63,413.7107223,231,40688,7469854,17756,84253
20161103,622545,55190,1942,2565,95.7,101.45,104.63,413.7107223,231,40688,7469854,17636,83918
20161104,622545,55190,1973,2533,95.7,101.45,104.63,413.7107223,231,40688,7469854,17424,81674
20161107,622545,55190,1814,2431,95.7,101.45,104.63,413.7107223,231,40688,7469854,17043,81305
20161108,622545,55190,-,-,95.7,101.45,104.63,413.7107223,231,40688,7469854,16923,81489
20161109,622545,55190,-,-,95.7,101.45,104.63,413.7107223,231,40688,7469854,17578,81674
20161110,622545,55190,1814,2431,95.7,101.45,104.63,413.7107223,231,40688,7469854,17267,81700
20161111,622545,55190,-,-,95.7,101.45,104.63,413.7107223,231,40688,7469854,16971,82911
20161114,622545,55190,1931,2437,95.7,101.45,104.63,413.7107223,231,40688,7469854,16744,82911
20161115,622545,55190,-,-,95.7,101.45,104.63,413.7107223,231,40688,7469854,16346,82437
20161116,622545,55190,-,-,95.7,101.45,104.63,413.7107223,231,40688,7469854,17134,82395
20161117,622545,55190,1807,2417,95.7,101.45,104.63,413.7107223,231,40688,7469854,17196,82395
20161118,622545,55190,1799,2423,95.7,101.45,104.63,413.7107223,231,40688,7469854,17249,80517
20161121,622545,55190,1675,2240,95.7,101.45,104.63,413.7107223,231,40688,7469854,17027,81011
20161122,622545,55190,-,-,95.7,101.45,104.63,413.7107223,231,40688,7469854,15790,80589
20161123,622545,55190,-,-,95.7,101.45,104.63,413.7107223,231,40688,7469854,17509,80206
20161124,622545,55190,1675,2240,95.7,101.45,104.63,413.7107223,231,40688,7469854,17727,80416
20161125,622545,55190,1780,2332,95.7,101.45,104.63,413.7107223,231,40688,7469854,17950,81963
20161128,622545,55190,1808,2377,95.7,101.45,104.63,413.7107223,231,40688,7469854,18181,81963
20161129,622545,55190,-,-,95.7,101.45,104.63,413.7107223,231,40688,7469854,17515,82763
20161130,622545,55190,-,-,95.7,101.45,104.63,413.7107223,231,40688,7469854,18047,82763
20161201,622545,68874,1855,2487,94.1,101.56,106.51,419.3500526,231,44441,7469854,17891,82605
20161202,622545,68874,1782,2487,94.1,101.56,106.51,419.3500526,231,44441,7469854,17578,81884
20161205,622545,68874,1777,2375,94.1,101.56,106.51,419.3500526,231,44441,7469854,17111,82668
20161206,622545,68874,-,-,94.1,101.56,106.51,419.3500526,231,44441,7469854,16696,83274
20161207,622545,68874,-,-,94.1,101.56,106.51,419.3500526,231,44441,7469854,17415,83274
20161208,622545,68874,1694,2299,94.1,101.56,106.51,419.3500526,231,44441,7469854,17183,83274
20161209,622545,68874,1714,2286,94.1,101.56,106.51,419.3500526,231,44441,7469854,16810,83335
20161212,622545,68874,1749,2217,94.1,101.56,106.51,419.3500526,231,44441,7469854,16260,83335
20161213,622545,68874,-,-,94.1,101.56,106.51,419.3500526,231,44441,7469854,16026,83795
20161214,622545,68874,-,-,94.1,101.56,106.51,419.3500526,231,44441,7469854,16900,83335
20161215,622545,68874,1664,2197,94.1,101.56,106.51,419.3500526,231,44441,7469854,16958,83341
20161216,622545,68874,1681,2180,94.1,101.56,106.51,419.3500526,231,44441,7469854,16702,83368
20161219,622545,68874,1611,2135,94.1,101.56,106.51,419.3500526,231,44441,7469854,16615,81479
20161220,622545,68874,-,-,94.1,101.56,106.51,419.3500526,231,44441,7469854,16297,82032
20161221,622545,68874,-,-,94.1,101.56,106.51,419.3500526,231,44441,7469854,17297,82032
20161222,622545,68874,1622,2097,94.1,101.56,106.51,419.3500526,231,44441,7469854,17260,81479
20161223,622545,68874,1650,2108,94.1,101.56,106.51,419.3500526,231,44441,7469854,17520,80137
20161226,622545,68874,1724,2294,94.1,101.56,106.51,419.3500526,231,44441,7469854,16590,80530
20161227,622545,68874,-,-,94.1,101.56,106.51,419.3500526,231,44441,7469854,17849,80095
20161228,622545,68874,-,-,94.1,101.56,106.51,419.3500526,231,44441,7469854,17978,80021
20161229,622545,68874,1726,2283,94.1,101.56,106.51,419.3500526,231,44441,7469854,18010,80021
20161230,622545,68874,1839,2309,94.1,101.56,106.51,419.3500526,231,44441,7469854,17424,79505
20170102,590081,87966,1937,2491,93.3,102.64,111.77,421.8270575,239,48321,7671892,18194,79505
20170103,590081,87966,-,-,93.3,102.64,111.77,421.8270575,239,48321,7671892,18052,79505
20170104,590081,87966,-,-,93.3,102.64,111.77,421.8270575,239,48321,7671892,17901,81782
20170105,590081,87966,1848,2383,93.3,102.64,111.77,421.8270575,239,48321,7671892,17176,81566
20170106,590081,87966,1719,2353,93.3,102.64,111.77,421.8270575,239,48321,7671892,16515,81758
20170109,590081,87966,1755,2367,93.3,102.64,111.77,421.8270575,239,48321,7671892,17498,81713
20170110,590081,87966,-,-,93.3,102.64,111.77,421.8270575,239,48321,7671892,17486,81976
20170111,590081,87966,-,-,93.3,102.64,111.77,421.8270575,239,48321,7671892,17122,81958
20170112,590081,87966,1704,2303,93.3,102.64,111.77,421.8270575,239,48321,7671892,16502,81958
20170113,590081,87966,1758,2360,93.3,102.64,111.77,421.8270575,239,48321,7671892,16280,82711
20170116,590081,87966,1890,2400,93.3,102.64,111.77,421.8270575,239,48321,7671892,16840,82884
20170117,590081,87966,-,-,93.3,102.64,111.77,421.8270575,239,48321,7671892,16761,82249
20170118,590081,87966,-,-,93.3,102.64,111.77,421.8270575,239,48321,7671892,16721,82545
20170119,590081,87966,1890,2400,93.3,102.64,111.77,421.8270575,239,48321,7671892,16338,82545
20170120,590081,87966,1753,2348,93.3,102.64,111.77,421.8270575,239,48321,7671892,15901,82249
20170123,590081,87966,-,-,93.3,102.64,111.77,421.8270575,239,48321,7671892,16689,82249
20170124,590081,87966,-,-,93.3,102.64,111.77,421.8270575,239,48321,7671892,16844,82249
20170125,590081,87966,-,-,93.3,102.64,111.77,421.8270575,239,48321,7671892,16930,81833
20170131,590081,87966,-,-,93.3,102.64,111.77,421.8270575,239,48321,7671892,17059,81833
20170201,590081,42478,-,-,94.4,102.92,112.12,421.6440023,239,62816,7671892,17541,81833
20170202,590081,42478,1988,2091,94.4,102.92,112.12,421.6440023,239,62816,7671892,17982,82197
20170203,590081,42478,-,-,94.4,102.92,112.12,421.6440023,239,62816,7671892,18303,82197
20170206,590081,42478,1850,2191,94.4,102.92,112.12,421.6440023,239,62816,7671892,18097,81934
20170207,590081,42478,-,-,94.4,102.92,112.12,421.6440023,239,62816,7671892,17699,82065
20170208,590081,42478,-,-,94.4,102.92,112.12,421.6440023,239,62816,7671892,17401,82644
20170209,590081,42478,1850,2191,94.4,102.92,112.12,421.6440023,239,62816,7671892,16988,82387
20170210,590081,42478,1814,2255,94.4,102.92,112.12,421.6440023,239,62816,7671892,16988,80008
20170213,590081,42478,1922,2398,94.4,102.92,112.12,421.6440023,239,62816,7671892,17659,79568
20170214,590081,42478,-,-,94.4,102.92,112.12,421.6440023,239,62816,7671892,18006,78681
20170215,590081,42478,-,-,94.4,102.92,112.12,421.6440023,239,62816,7671892,18531,80382
20170216,590081,42478,1922,2398,94.4,102.92,112.12,421.6440023,239,62816,7671892,18333,80488
20170217,590081,42478,1952,2378,94.4,102.92,112.12,421.6440023,239,62816,7671892,17869,80431
20170220,590081,42478,-,-,94.4,102.92,112.12,421.6440023,239,62816,7671892,18310,80891
20170221,590081,42478,-,-,94.4,102.92,112.12,421.6440023,239,62816,7671892,17730,81508
20170222,590081,42478,-,-,94.4,102.92,112.12,421.6440023,239,62816,7671892,17844,81973
20170223,590081,42478,1952,2378,94.4,102.92,112.12,421.6440023,239,62816,7671892,16225,81694
20170224,590081,42478,2018,2287,94.4,102.92,112.12,421.6440023,239,62816,7671892,17698,81694
20170227,590081,42478,-,-,94.4,102.92,112.12,421.6440023,239,62816,7671892,17682,81694
20170228,590081,42478,-,-,94.4,102.92,112.12,421.6440023,239,62816,7671892,17651,83405
20170302,590081,53279,1962,2309,96.7,102.85,110.45,417.5959323,239,111795,7671892,17559,83405
20170303,590081,53279,1864,2267,96.7,102.85,110.45,417.5959323,239,111795,7671892,16782,83865
20170306,590081,53279,1876,2324,96.7,102.85,110.45,417.5959323,239,111795,7671892,17777,83865
20170307,590081,53279,-,-,96.7,102.85,110.45,417.5959323,239,111795,7671892,17732,83865
20170308,590081,53279,-,-,96.7,102.85,110.45,417.5959323,239,111795,7671892,17535,81772
20170309,590081,53279,1890,2362,96.7,102.85,110.45,417.5959323,239,111795,7671892,17104,81022
20170310,590081,53279,2024,2337,96.7,102.85,110.45,417.5959323,239,111795,7671892,16148,81832
20170313,590081,53279,1988,2480,96.7,102.85,110.45,417.5959323,239,111795,7671892,17600,81832
20170314,590081,53279,-,-,96.7,102.85,110.45,417.5959323,239,111795,7671892,17464,81679
20170315,590081,53279,-,-,96.7,102.85,110.45,417.5959323,239,111795,7671892,17764,78744
20170316,590081,53279,2025,2486,96.7,102.85,110.45,417.5959323,239,111795,7671892,17108,78766
20170317,590081,53279,2010,2471,96.7,102.85,110.45,417.5959323,239,111795,7671892,16956,79300
20170320,590081,53279,2039,2382,96.7,102.85,110.45,417.5959323,239,111795,7671892,17687,79300
20170321,590081,53279,-,-,96.7,102.85,110.45,417.5959323,239,111795,7671892,18054,79232
20170322,590081,53279,-,-,96.7,102.85,110.45,417.5959323,239,111795,7671892,18494,78139
20170323,590081,53279,2039,2382,96.7,102.85,110.45,417.5959323,239,111795,7671892,18393,78566
20170324,590081,53279,2218,2512,96.7,102.85,110.45,417.5959323,239,111795,7671892,17887,79135
20170327,590081,53279,2126,2550,96.7,102.85,110.45,417.5959323,239,111795,7671892,18017,79167
20170328,590081,53279,-,-,96.7,102.85,110.45,417.5959323,239,111795,7671892,17936,79250
20170329,590081,53279,-,-,96.7,102.85,110.45,417.5959323,239,111795,7671892,18182,83062
20170330,590081,53279,2126,2550,96.7,102.85,110.45,417.5959323,239,111795,7671892,17396,82454
20170331,590081,53279,2120,2613,96.7,102.85,110.45,417.5959323,239,111795,7671892,17471,83074
20170403,681899,60033,1945,2659,101.2,102.72,108.39,415.9278966,239,127743,7671892,18216,83074
20170404,681899,60033,-,-,101.2,102.72,108.39,415.9278966,239,127743,7671892,18134,82426
20170405,681899,60033,-,-,101.2,102.72,108.39,415.9278966,239,127743,7671892,18324,81509
20170406,681899,60033,2075,2516,101.2,102.72,108.39,415.9278966,239,127743,7671892,17778,82009
20170407,681899,60033,2131,2605,101.2,102.72,108.39,415.9278966,239,127743,7671892,16262,82009
20170410,681899,60033,2159,2606,101.2,102.72,108.39,415.9278966,239,127743,7671892,18015,82009
20170411,681899,60033,-,-,101.2,102.72,108.39,415.9278966,239,127743,7671892,18150,82367
20170412,681899,60033,-,-,101.2,102.72,108.39,415.9278966,239,127743,7671892,17882,82453
20170413,681899,60033,2082,2688,101.2,102.72,108.39,415.9278966,239,127743,7671892,17163,82453
20170414,681899,60033,2127,2585,101.2,102.72,108.39,415.9278966,239,127743,7671892,16193,82894
20170417,681899,60033,2217,2597,101.2,102.72,108.39,415.9278966,239,127743,7671892,17808,82758
20170418,681899,60033,-,-,101.2,102.72,108.39,415.9278966,239,127743,7671892,17999,82758
20170419,681899,60033,-,-,101.2,102.72,108.39,415.9278966,239,127743,7671892,17732,79491
20170420,681899,60033,2086,2594,101.2,102.72,108.39,415.9278966,239,127743,7671892,17313,78397
20170421,681899,60033,2098,2591,101.2,102.72,108.39,415.9278966,239,127743,7671892,16251,78997
20170424,681899,60033,2186,2643,101.2,102.72,108.39,415.9278966,239,127743,7671892,17742,78997
20170425,681899,60033,-,-,101.2,102.72,108.39,415.9278966,239,127743,7671892,17712,79838
20170426,681899,60033,-,-,101.2,102.72,108.39,415.9278966,239,127743,7671892,17481,80275
20170427,681899,60033,2186,2643,101.2,102.72,108.39,415.9278966,239,127743,7671892,16986,78953
20170428,681899,60033,2190,2689,101.2,102.72,108.39,415.9278966,239,127743,7671892,13782,79395
20170502,681899,54134,-,-,108,102.83,108.39,413.4674826,239,119085,7671892,17542,79395
20170504,681899,54134,-,-,108,102.83,108.39,413.4674826,239,119085,7671892,17631,80250
20170508,681899,54134,2161,2692,108,102.83,108.39,413.4674826,239,119085,7671892,17507,80094
20170510,681899,54134,-,-,108,102.83,108.39,413.4674826,239,119085,7671892,15628,80144
20170511,681899,54134,2211,2739,108,102.83,108.39,413.4674826,239,119085,7671892,18137,79811
20170512,681899,54134,2119,2718,108,102.83,108.39,413.4674826,239,119085,7671892,18032,80144
20170515,681899,54134,2286,2793,108,102.83,108.39,413.4674826,239,119085,7671892,18465,79666
20170516,681899,54134,-,-,108,102.83,108.39,413.4674826,239,119085,7671892,18403,79758
20170517,681899,54134,-,-,108,102.83,108.39,413.4674826,239,119085,7671892,17035,79666
20170518,681899,54134,2079,2671,108,102.83,108.39,413.4674826,239,119085,7671892,18067,79666
20170519,681899,54134,2079,2671,108,102.83,108.39,413.4674826,239,119085,7671892,18349,79814
20170522,681899,54134,2223,2718,108,102.83,108.39,413.4674826,239,119085,7671892,18293,80982
20170523,681899,54134,-,-,108,102.83,108.39,413.4674826,239,119085,7671892,17897,81453
20170524,681899,54134,-,-,108,102.83,108.39,413.4674826,239,119085,7671892,17058,81074
20170525,681899,54134,-,-,108,102.83,108.39,413.4674826,239,119085,7671892,18417,81074
20170526,681899,54134,2204,2820,108,102.83,108.39,413.4674826,239,119085,7671892,18176,81074
20170529,681899,54134,2349,2827,108,102.83,108.39,413.4674826,239,119085,7671892,18462,78797
20170530,681899,54134,-,-,108,102.83,108.39,413.4674826,239,119085,7671892,18367,79558
20170531,681899,54134,-,-,108,102.83,108.39,413.4674826,239,119085,7671892,16579,80240
20170601,681899,52050,2287,2917,110.8,102.61,106.47,412.0485134,239,94598,7671892,18525,79770
20170602,681899,52050,2287,2917,110.8,102.61,106.47,412.0485134,239,94598,7671892,18281,81184
20170605,681899,52050,-,-,110.8,102.61,106.47,412.0485134,239,94598,7671892,17763,81184
20170607,681899,52050,-,-,110.8,102.61,106.47,412.0485134,239,94598,7671892,13709,81284
20170608,681899,52050,2374,2945,110.8,102.61,106.47,412.0485134,239,94598,7671892,18299,81284
20170609,681899,52050,2356,2898,110.8,102.61,106.47,412.0485134,239,94598,7671892,15379,81284
20170612,681899,52050,2455,2964,110.8,102.61,106.47,412.0485134,239,94598,7671892,18438,78929
20170613,681899,52050,-,-,110.8,102.61,106.47,412.0485134,239,94598,7671892,18323,78929
20170614,681899,52050,-,-,110.8,102.61,106.47,412.0485134,239,94598,7671892,17954,79356
20170615,681899,52050,2428,2995,110.8,102.61,106.47,412.0485134,239,94598,7671892,18522,79356
20170616,681899,52050,2413,2991,110.8,102.61,106.47,412.0485134,239,94598,7671892,18331,79356
20170619,681899,52050,-,-,110.8,102.61,106.47,412.0485134,239,94598,7671892,18178,80040
20170620,681899,52050,-,-,110.8,102.61,106.47,412.0485134,239,94598,7671892,17996,79771
20170621,681899,52050,-,-,110.8,102.61,106.47,412.0485134,239,94598,7671892,17718,78386
20170622,681899,52050,2466,3002,110.8,102.61,106.47,412.0485134,239,94598,7671892,18161,78386
20170623,681899,52050,3070,2398,110.8,102.61,106.47,412.0485134,239,94598,7671892,17787,77824
20170626,681899,52050,2555,3104,110.8,102.61,106.47,412.0485134,239,94598,7671892,17613,77386
20170627,681899,52050,-,-,110.8,102.61,106.47,412.0485134,239,94598,7671892,16980,78869
20170628,681899,52050,-,-,110.8,102.61,106.47,412.0485134,239,94598,7671892,16090,79522
20170629,681899,52050,2555,3104,110.8,102.61,106.47,412.0485134,239,94598,7671892,17857,80116
20170630,681899,52050,2532,3088,110.8,102.61,106.47,412.0485134,239,94598,7671892,17713,81008
20170703,711841,51711,2556,3145,110.9,102.78,106.89,409.3157372,239,72369,7671892,17864,83200
20170704,711841,51711,-,-,110.9,102.78,106.89,409.3157372,239,72369,7671892,18111,82950
