날짜,가임암소 수,도축 수,2년전 암송아지 가격,2년전 수송아지 가격,도매 가격,소비자 가격,소비자 심리지수,물가 총지수,물가 농축수산물지수,도체중량,출생두수,사육비,생산량
20160525,663985,53863,1569.0,2494.0,18848,74722,99.2,100.81,101.85,404.97776630000004,113930,7469854,239
20160526,663985,53863,1569,2494,18975,74822,99.2,100.81,101.85,404.97776630000004,113930,7469854,239
20160527,663985,53863,1673,2550,18786,74592,99.2,100.81,101.85,404.97776630000004,113930,7469854,239
20160530,663985,53863,1725,2468,18730,75323,99.2,100.81,101.85,404.97776630000004,113930,7469854,239
20160531,663985,53863,1705.0,2530.0,18943,75420,99.2,100.81,101.85,404.97776630000004,113930,7469854,239
20160601,663985,50490,1695.0,2561.0,18837,74200,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160602,663985,50490,1685,2592,19079,74691,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160603,663985,50490,1670,2610,19151,75306,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160607,663985,50490,1693.5,2579.0,19216,76957,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160608,663985,50490,1705.25,2563.5,19274,76717,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160609,663985,50490,1717,2548,18958,75874,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160610,663985,50490,1765,2583,19090,76203,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160613,663985,50490,1720,2644,19827,75849,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160614,663985,50490,1752.5,2642.5,19588,75849,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160615,663985,50490,1768.75,2641.75,19347,75063,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160616,663985,50490,1785,2641,19137,75418,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160617,663985,50490,1785,2641,19152,75779,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160620,663985,50490,1754,2623,18244,76585,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160621,663985,50490,1765.0,2622.5,19334,76536,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160622,663985,50490,1770.5,2622.25,19043,76852,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160623,663985,50490,1776,2622,18941,76826,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160624,663985,50490,1804,2634,18864,76529,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160627,663985,50490,1835,2630,18709,78441,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160628,663985,50490,1896.5,2752.5,19240,77316,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160629,663985,50490,1927.25,2813.75,18931,77548,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160630,663985,50490,1958,2875,19185,77853,98.8,100.79,99.33,404.0592494,90795,7469854,239
20160701,690940,47674,1921,2804,19166,77130,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160704,690940,47674,1923.4,2776.8,19109,78009,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160705,690940,47674,1924.6000000000001,2763.2,19262,78634,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160706,690940,47674,1925.8000000000002,2749.6,19229,79391,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160707,690940,47674,1927,2736,19094,78391,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160708,690940,47674,1930,2777,19326,77797,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160711,690940,47674,2016,2801,19244,79221,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160712,690940,47674,1994.5,2766.0,19514,79541,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160713,690940,47674,1983.75,2748.5,19211,78981,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160714,690940,47674,1973,2731,18998,76683,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160715,690940,47674,1984,2769,18907,77483,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160718,690940,47674,2010,2811,19176,78453,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160719,690940,47674,1959.5,2770.5,19035,78609,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160720,690940,47674,1934.25,2750.25,18530,78859,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160721,690940,47674,1909,2730,18084,76953,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160722,690940,47674,1990,2792,18131,76813,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160725,690940,47674,2038,2757,17383,78319,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160726,690940,47674,2054.0,2774.0,18190,78521,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160727,690940,47674,2062.0,2782.5,18342,77888,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160728,690940,47674,2070,2791,18549,78172,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160729,690940,47674,1994,2769,18261,77359,101.0,100.6,99.93,403.23584819999996,72623,7469854,239
20160801,690940,78562,2022,2719,17732,78332,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160802,690940,78562,2024.0,2717.5,18793,77655,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160803,690940,78562,2025.0,2716.75,18990,77769,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160804,690940,78562,2026,2716,19028,78088,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160805,690940,78562,2010,2642,19225,77703,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160808,690940,78562,1837,2728,18499,77621,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160809,690940,78562,1837.0,2693.5,19317,77530,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160810,690940,78562,1837.0,2676.25,19315,77530,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160811,690940,78562,1837,2659,18941,79485,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160812,690940,78562,1811,2644,18304,78720,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160816,690940,78562,1844.0,2673.0,18786,79074,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160817,690940,78562,1860.5,2687.5,18900,79640,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160818,690940,78562,1877,2702,18908,79297,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160819,690940,78562,1885,2721,18244,78632,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160822,690940,78562,1829,2740,17527,79766,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160823,690940,78562,1834.0,2722.5,18541,80300,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160824,690940,78562,1836.5,2713.75,18471,80359,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160825,690940,78562,1839,2705,18234,80733,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160826,690940,78562,1839,2714,17716,80538,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160829,690940,78562,1874,2674,17466,81413,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160830,690940,78562,1890.0,2715.0,18190,81440,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160831,690940,78562,1898.0,2735.5,18166,80583,101.9,100.86,101.97,405.93788969999997,61918,7469854,239
20160901,690940,59242,1906,2756,18424,79158,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160902,690940,59242,1887,2776,18573,79153,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160905,690940,59242,1990,2820,18725,79452,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160906,690940,59242,1968.0,2793.7142857142853,19202,79452,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160907,690940,59242,1957.0,2780.5714285714284,19481,79452,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160908,690940,59242,1946.0,2767.4285714285716,19317,79879,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160909,690940,59242,1935.0,2754.285714285714,19162,79879,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160912,690940,59242,1924.0,2741.1428571428573,19143,79997,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160919,690940,59242,1913,2728,19143,81097,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160920,690940,59242,1908.5,2754.0,19313,80946,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160921,690940,59242,1906.25,2767.0,19151,80836,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160922,690940,59242,1904,2780,19052,79711,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160923,690940,59242,1915,2748,19278,79711,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160926,690940,59242,1962,2715,19125,79775,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160927,690940,59242,1949.5,2674.0,18890,79389,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160928,690940,59242,1943.25,2653.5,18743,79389,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160929,690940,59242,1937,2633,18228,79588,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20160930,690940,59242,1958,2664,17605,79588,101.8,101.46,110.56,404.25192599999997,49735,7469854,239
20161004,622545,56831,1944.0,2594.0,17847,79294,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161005,622545,56831,1937.0,2559.0,18597,79153,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161006,622545,56831,1930,2524,18608,79466,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161007,622545,56831,1930,2524,18460,79158,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161010,622545,56831,1977,2531,18646,80648,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161011,622545,56831,1919.5,2495.0,18807,80794,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161012,622545,56831,1890.75,2477.0,18449,80948,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161013,622545,56831,1862,2459,17985,79637,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161014,622545,56831,1895,2431,17646,79894,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161017,622545,56831,1878,2410,17091,79597,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161018,622545,56831,1868.0,2433.0,17873,79676,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161019,622545,56831,1863.0,2444.5,17705,79724,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161020,622545,56831,1858,2456,17543,80371,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161021,622545,56831,1851,2437,17086,79806,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161024,622545,56831,1978,2502,16762,79806,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161025,622545,56831,1969.0,2519.5,17251,79800,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161026,622545,56831,1964.5,2528.25,17028,79800,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161027,622545,56831,1960,2537,16424,80246,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161028,622545,56831,1953,2539,15845,80200,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161031,622545,56831,1970,2594,15474,80200,102.0,101.6,106.93,412.8466768,47024,7469854,239
20161101,622545,55190,1956.0,2579.5,16789,79285,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161102,622545,55190,1949.0,2572.25,16657,79413,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161103,622545,55190,1942,2565,16895,79413,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161104,622545,55190,1973,2533,17014,80437,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161107,622545,55190,1814,2431,16530,80818,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161108,622545,55190,1814.0,2431.0,17246,80818,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161109,622545,55190,1814.0,2431.0,17164,80818,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161110,622545,55190,1814,2431,17025,80854,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161111,622545,55190,1892.0,2435.0,16766,80854,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161114,622545,55190,1931,2437,16532,80584,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161115,622545,55190,1869.0,2427.0,17120,80584,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161116,622545,55190,1838.0,2422.0,16993,80584,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161117,622545,55190,1807,2417,16533,78719,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161118,622545,55190,1799,2423,16170,78305,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161121,622545,55190,1675,2240,15435,78128,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161122,622545,55190,1675.0,2240.0,16317,78072,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161123,622545,55190,1675.0,2240.0,16250,77530,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161124,622545,55190,1675,2240,16128,79121,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161125,622545,55190,1780,2332,15841,78530,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161128,622545,55190,1808,2377,16088,78530,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161129,622545,55190,1831.5,2432.0,16360,78530,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161130,622545,55190,1843.25,2459.5,16436,78386,95.7,101.45,104.63,413.71072230000004,40688,7469854,239
20161201,622545,68874,1855,2487,16913,78335,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161202,622545,68874,1782,2487,16878,78335,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161205,622545,68874,1777,2375,17091,78024,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161206,622545,68874,1735.5,2337.0,17387,77945,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161207,622545,68874,1714.75,2318.0,17357,78313,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161208,622545,68874,1694,2299,16953,77943,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161209,622545,68874,1714,2286,16291,77576,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161212,622545,68874,1749,2217,16156,78511,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161213,622545,68874,1706.5,2207.0,16480,78621,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161214,622545,68874,1685.25,2202.0,16359,78937,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161215,622545,68874,1664,2197,15796,79342,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161216,622545,68874,1681,2180,14339,78837,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161219,622545,68874,1611,2135,13327,78474,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161220,622545,68874,1616.5,2116.0,14242,78439,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161221,622545,68874,1619.25,2106.5,14302,78439,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161222,622545,68874,1622,2097,14491,78559,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161223,622545,68874,1650,2108,14663,77338,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161226,622545,68874,1724,2294,14407,78428,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161227,622545,68874,1725.0,2288.5,15821,78972,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161228,622545,68874,1725.5,2285.75,16176,78972,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161229,622545,68874,1726,2283,16111,78774,94.1,101.56,106.51,419.3500526,44441,7469854,239
20161230,622545,68874,1839,2309,15533,77974,94.1,101.56,106.51,419.3500526,44441,7469854,239
20170102,590081,87966,1937,2491,15650,77082,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170103,590081,87966,1892.5,2437.0,16575,77613,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170104,590081,87966,1870.25,2410.0,16709,77613,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170105,590081,87966,1848,2383,16699,78877,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170106,590081,87966,1719,2353,16477,78210,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170109,590081,87966,1755,2367,15950,79254,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170110,590081,87966,1729.5,2335.0,16301,79892,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170111,590081,87966,1716.75,2319.0,16286,79892,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170112,590081,87966,1704,2303,16156,79603,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170113,590081,87966,1758,2360,15757,78229,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170116,590081,87966,1890,2400,15100,78586,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170117,590081,87966,1890.0,2400.0,15582,78884,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170118,590081,87966,1890.0,2400.0,15581,79073,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170119,590081,87966,1890,2400,15137,77370,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170120,590081,87966,1753,2348,14454,77378,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170123,590081,87966,1820.142857142857,2274.5714285714284,14364,76908,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170124,590081,87966,1853.7142857142858,2237.8571428571427,14674,76908,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170125,590081,87966,1887.2857142857142,2201.1428571428573,14819,76513,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170131,590081,87966,1920.857142857143,2164.4285714285716,14688,76403,93.3,102.64,111.77,421.8270575,48321,7671892,236
20170201,590081,42478,1954.4285714285716,2127.714285714286,16111,76236,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170202,590081,42478,1988,2091,16989,76386,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170203,590081,42478,1896.0,2157.6666666666665,17326,76125,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170206,590081,42478,1850,2191,17277,75905,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170207,590081,42478,1850.0,2191.0,17200,76181,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170208,590081,42478,1850.0,2191.0,17039,75932,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170209,590081,42478,1850,2191,16459,78017,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170210,590081,42478,1814,2255,16318,78294,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170213,590081,42478,1922,2398,15928,78878,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170214,590081,42478,1922.0,2398.0,16373,78697,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170215,590081,42478,1922.0,2398.0,15910,79192,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170216,590081,42478,1922,2398,15846,78500,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170217,590081,42478,1952,2378,15487,78237,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170220,590081,42478,1952.0,2378.0,14600,78446,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170221,590081,42478,1952.0,2378.0,15938,78770,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170222,590081,42478,1952.0,2378.0,16010,78500,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170223,590081,42478,1952,2378,16482,78042,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170224,590081,42478,2018,2287,16699,78042,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170227,590081,42478,1990.0,2298.0,16625,77236,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170228,590081,42478,1976.0,2303.5,16901,77500,94.4,102.92,112.12,421.6440023,62816,7671892,236
20170302,590081,53279,1962,2309,17048,76889,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170303,590081,53279,1864,2267,17250,77024,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170306,590081,53279,1876,2324,17243,77754,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170307,590081,53279,1883.0,2343.0,17220,77608,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170308,590081,53279,1886.5,2352.5,16848,77376,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170309,590081,53279,1890,2362,16756,76769,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170310,590081,53279,2024,2337,16311,76308,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170313,590081,53279,1988,2480,15295,77517,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170314,590081,53279,2006.5,2483.0,16286,78515,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170315,590081,53279,2015.75,2484.5,15916,78574,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170316,590081,53279,2025,2486,15561,77900,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170317,590081,53279,2010,2471,15257,77764,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170320,590081,53279,2039,2382,15311,78264,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170321,590081,53279,2039.0,2382.0,15526,78243,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170322,590081,53279,2039.0,2382.0,15438,78542,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170323,590081,53279,2039,2382,15701,78597,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170324,590081,53279,2218,2512,16219,78180,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170327,590081,53279,2126,2550,15918,78536,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170328,590081,53279,2126.0,2550.0,16211,78731,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170329,590081,53279,2126.0,2550.0,16281,79251,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170330,590081,53279,2126,2550,16232,79224,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170331,590081,53279,2120,2613,16160,79273,96.7,102.85,110.45,417.5959323,111795,7671892,236
20170403,681899,60033,1945,2659,15866,79038,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170404,681899,60033,2010.0,2587.5,16728,78178,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170405,681899,60033,2042.5,2551.75,16571,78067,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170406,681899,60033,2075,2516,16660,78326,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170407,681899,60033,2131,2605,16508,78326,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170410,681899,60033,2159,2606,15415,78497,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170411,681899,60033,2120.5,2647.0,16878,78297,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170412,681899,60033,2101.25,2667.5,16519,78069,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170413,681899,60033,2082,2688,16425,77424,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170414,681899,60033,2127,2585,16101,77208,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170417,681899,60033,2217,2597,15952,77308,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170418,681899,60033,2151.5,2595.5,16575,78470,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170419,681899,60033,2118.75,2594.75,16364,78470,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170420,681899,60033,2086,2594,16007,79200,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170421,681899,60033,2098,2591,15126,78757,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170424,681899,60033,2186,2643,14264,79108,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170425,681899,60033,2186.0,2643.0,16241,78667,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170426,681899,60033,2186.0,2643.0,15811,79103,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170427,681899,60033,2186,2643,15266,77917,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170428,681899,60033,2190,2689,14530,77892,101.2,102.72,108.39,415.9278966,127743,7671892,236
20170502,681899,54134,2175.5,2690.5,15518,78054,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170504,681899,54134,2168.25,2691.25,14842,77708,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170508,681899,54134,2161,2692,14397,76720,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170510,681899,54134,2194.3333333333335,2723.3333333333335,16197,76491,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170511,681899,54134,2211,2739,16402,74750,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170512,681899,54134,2119,2718,16826,74750,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170515,681899,54134,2286,2793,16271,76911,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170516,681899,54134,2182.5,2732.0,17089,77184,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170517,681899,54134,2130.75,2701.5,16756,77373,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170518,681899,54134,2079,2671,16719,77859,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170519,681899,54134,2079,2671,16451,77859,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170522,681899,54134,2223,2718,16280,78459,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170523,681899,54134,2215.4,2758.8,16888,78459,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170524,681899,54134,2211.6,2779.2,16526,78459,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170525,681899,54134,2207.8,2799.6,15892,77569,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170526,681899,54134,2204,2820,15919,77924,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170529,681899,54134,2349,2827,15887,77865,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170530,681899,54134,2318.0,2872.0,16157,77924,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170531,681899,54134,2302.5,2894.5,16233,77224,108.0,102.83,108.39,413.46748260000004,119085,7671892,236
20170601,681899,52050,2287,2917,16455,76335,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170602,681899,52050,2287,2917,17055,76669,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170605,681899,52050,2330.5,2931.0,17036,76669,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170607,681899,52050,2352.25,2938.0,16925,76539,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170608,681899,52050,2374,2945,17035,77738,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170609,681899,52050,2356,2898,16768,77035,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170612,681899,52050,2455,2964,15831,77359,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170613,681899,52050,2441.5,2979.5,16903,77468,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170614,681899,52050,2434.75,2987.25,16778,77468,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170615,681899,52050,2428,2995,16200,78113,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170616,681899,52050,2413,2991,16125,78297,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170619,681899,52050,2434.2,2995.3999999999996,16015,78981,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170620,681899,52050,2444.8,2997.6000000000004,16502,78981,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170621,681899,52050,2455.4,2999.7999999999997,16340,78981,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170622,681899,52050,2466,3002,16334,78219,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
20170623,681899,52050,3070,2398,16410,78025,110.8,102.61,106.47,412.04851339999993,94598,7671892,236
