날짜,가임 암소 수,도축 비육우 수,암송아지가격(천원/마리),수송아지가격(천원/마리)
20190411,715421,60372,2844,3411
20190412,715421,60372,2826,3406
20190415,715421,60372,-,-
20190416,715421,60372,-,-
20190417,715421,60372,2848,3466
20190418,715421,60372,2850,3475
20190419,715421,60372,2874,3425
20190422,715421,60372,-,-
20190423,715421,60372,-,-
20190424,715421,60372,2865,3459
20190425,715421,60372,2885,3536
20190426,715421,60372,2899,3546
20190429,715421,60372,-,-
20190430,715421,60372,-,-
20190501,715421,54002,-,-
20190502,715421,54002,2907,3647
20190503,715421,54002,-,-
20190507,715421,54002,-,-
20190508,715421,54002,2917,3700
20190509,715421,54002,-,-
20190510,715421,54002,2922,3736
20190513,715421,54002,-,-
20190514,715421,54002,-,-
20190515,715421,54002,2962,3727
20190516,715421,54002,3058,3723
20190517,715421,54002,3063,3750
20190520,715421,54002,-,-
20190521,715421,54002,-,-
20190522,715421,54002,2952,3790
20190523,715421,54002,2943,3777
20190524,715421,54002,2956,3792
20190527,715421,54002,-,-
20190528,715421,54002,-,-
20190529,715421,54002,2960,3777
20190530,715421,54002,2976,3799
20190531,715421,54002,3000,3805
20190603,715421,50155,-,-
20190604,715421,50155,-,-
20190605,715421,50155,3036,3866
20190606,715421,50155,-,-
20190607,715421,50155,3035,3860
20190610,715421,50155,-,-
20190611,715421,50155,-,-
20190612,715421,50155,3104,3862
20190613,715421,50155,3097,3870
20190614,715421,50155,3090,3861
20190617,715421,50155,-,-
20190618,715421,50155,-,-
20190619,715421,50155,3153,4011
20190620,715421,50155,3151,4004
20190621,715421,50155,3143,3996
20190624,715421,50155,-,-
20190625,715421,50155,-,-
20190626,715421,50155,3207,3846
20190627,715421,50155,3146,3968
20190628,715421,50155,3128,3956
20190701,756626,59972,-,-
20190702,756626,59972,-,-
20190703,756626,59972,3155,3976
20190704,756626,59972,3158,3979
20190705,756626,59972,3144,3977
20190708,756626,59972,-,-
20190709,756626,59972,-,-
20190710,756626,59972,3147,3981
20190711,756626,59972,3132,3986
20190712,756626,59972,3089,3960
20190715,756626,59972,-,-
20190716,756626,59972,-,-
20190717,756626,59972,3054,3915
20190718,756626,59972,3048,3898
20190719,756626,59972,3017,3849
20190722,756626,59972,-,-
20190723,756626,59972,-,-
20190724,756626,59972,2883,3683
20190725,756626,59972,2909,3688
20190726,756626,59972,2984,3693
20190729,756626,59972,-,-
20190730,756626,59972,-,-
20190731,756626,59972,3032,3778
20190801,756626,87484,3319,3487
20190802,756626,87484,3063,3675
20190805,756626,87484,-,-
20190806,756626,87484,-,-
20190807,756626,87484,3015,3773
20190808,756626,87484,3069,3766
20190809,756626,87484,3073,3765
20190812,756626,87484,-,-
20190813,756626,87484,-,-
20190814,756626,87484,3023,3796
20190815,756626,87484,-,-
20190816,756626,87484,3030,3837
20190819,756626,87484,-,-
20190820,756626,87484,-,-
20190821,756626,87484,3022,3878
20190822,756626,87484,3007,3863
20190823,756626,87484,2998,3858
20190826,756626,87484,-,-
20190827,756626,87484,-,-
20190828,756626,87484,2999,3820
20190829,756626,87484,2972,3820
20190830,756626,87484,2976,3857
20190902,756626,58778,-,-
20190903,756626,58778,-,-
20190904,756626,58778,2994,3860
20190905,756626,58778,3002,3869
20190906,756626,58778,2994,3877
20190909,756626,58778,-,-
20190910,756626,58778,-,-
20190911,756626,58778,3040,3861
20190916,756626,58778,-,-
20190917,756626,58778,-,-
20190918,756626,58778,3048,3866
20190919,756626,58778,3049,3833
20190920,756626,58778,3044,3825
20190923,756626,58778,-,-
20190924,756626,58778,-,-
20190925,756626,58778,3124,3866
20190926,756626,58778,3132,3863
20190927,756626,58778,3089,3818
20190930,756626,58778,-,-
20191001,684181,62486,-,-
20191002,684181,62486,-,-
20191003,684181,62486,-,-
20191004,684181,62486,-,-
20191007,684181,62486,-,-
20191008,684181,62486,-,-
20191009,684181,62486,-,-
20191010,684181,62486,3282,3812
20191011,684181,62486,3233,3728
20191014,684181,62486,-,-
20191015,684181,62486,-,-
20191016,684181,62486,3125,3703
20191017,684181,62486,3221,3735
20191018,684181,62486,3207,3710
20191021,684181,62486,-,-
20191022,684181,62486,-,-
20191023,684181,62486,2942,3510
20191024,684181,62486,3008,3535
20191025,684181,62486,2942,3531
20191028,684181,62486,-,-
20191029,684181,62486,-,-
20191030,684181,62486,2939,3504
20191031,684181,62486,2930,3477
20191101,684181,56924,2926,3477
20191104,684181,56924,-,-
20191105,684181,56924,-,-
20191106,684181,56924,2941,3571
20191107,684181,56924,2956,3588
20191108,684181,56924,2961,3587
20191111,684181,56924,-,-
20191112,684181,56924,-,-
20191113,684181,56924,2969,3636
20191114,684181,56924,2959,3645
20191115,684181,56924,2966,3652
20191118,684181,56924,-,-
20191119,684181,56924,-,-
20191120,684181,56924,2937,3491
20191121,684181,56924,2943,3387
20191122,684181,56924,2860,3502
20191125,684181,56924,-,-
20191126,684181,56924,-,-
20191127,684181,56924,2861,3452
20191128,684181,56924,2862,3416
20191129,684181,56924,2885,3441
20191202,684181,79118,-,-
20191203,684181,79118,-,-
20191204,684181,79118,2952,3517
20191205,684181,79118,3073,3636
20191206,684181,79118,2960,3567
20191209,684181,79118,-,-
20191210,684181,79118,-,-
20191211,684181,79118,2962,3604
20191212,684181,79118,2931,3576
20191213,684181,79118,2947,3580
20191216,684181,79118,-,-
20191217,684181,79118,-,-
20191218,684181,79118,2905,3520
20191219,684181,79118,2892,3489
20191220,684181,79118,2895,3478
20191223,684181,79118,-,-
20191224,684181,79118,-,-
20191226,684181,79118,2881,3393
20191227,684181,79118,2814,3326
20191230,684181,79118,-,-
20191231,684181,79118,-,-
