17343,78497
18445,78548
18813,78738
18905,76974
18950,76924
18735,77156
19183,77130
19168,77152
19157,77948
18909,78252
18728,79382
19215,79382
18995,79685
18963,79260
18664,78809
18014,78809
18186,78809
18038,78809
17874,80009
17497,80759
17243,80994
17741,80658
17763,80738
17711,81382
17912,81533
17912,82541
18449,81929
18200,82709
18176,82406
18049,81919
17693,82224
17435,81252
17570,80850
17735,81100
17654,80218
17921,79985
18134,78664
18206,80078
18577,80116
18823,80147
19164,80009
19440,80561
19380,81891
19144,82068
18921,82479
18608,81532
18824,81648
18638,82103
18225,82206
17734,80083
17682,79975
17929,79669
17880,80275
17878,80281
17824,81197
17599,80967
17958,81737
17957,81423
18195,81737
18434,80012
18350,80012
17893,79106
18941,79694
18952,80306
18852,79394
18874,79394
19749,80229
19500,80229
19315,77851
19022,77280
19268,77177
19561,77177
19330,77749
19102,79823
18497,79871
18804,80646
18760,81360
18470,81074
18423,74620
18238,72800
18370,73291
18684,73291
18226,72763
17476,75019
18456,74528
18414,74889
18272,72714
17973,72158
18010,73017
18398,73017
18590,72464
18487,72606
18898,72050
18714,74722
18775,74722
18848,74722
18975,74822
18786,74592
18730,75323
18943,75420
18837,74200
19079,74691
19151,75306
19216,76957
19274,76717
18958,75874
19090,76203
19827,75849
19588,75849
19347,75063
19137,75418
19152,75779
18244,76585
19334,76536
19043,76852
18941,76826
18864,76529
18709,78441
19240,77316
18931,77548
19185,77853
19166,77130
19109,78009
19262,78634
19229,79391
19094,78391
19326,77797
19244,79221
19514,79541
19211,78981
18998,76683
18907,77483
19176,78453
19035,78609
18530,78859
18084,76953
18131,76813
17383,78319
18190,78521
18342,77888
18549,78172
18261,77359
17732,78332
18793,77655
18990,77769
19028,78088
19225,77703
18499,77621
19317,77530
19315,77530
18941,79485
18304,78720
18786,79074
18900,79640
18908,79297
18244,78632
17527,79766
18541,80300
18471,80359
18234,80733
17716,80538
17466,81413
18190,81440
18166,80583
18424,79158
18573,79153
18725,79452
19202,79452
19481,79452
19317,79879
19162,79879
19143,79997
19143,81097
19313,80946
19151,80836
19052,79711
19278,79711
19125,79775
18890,79389
18743,79389
18228,79588
17605,79588
17847,79294
18597,79153
18608,79466
18460,79158
18646,80648
18807,80794
18449,80948
17985,79637
17646,79894
17091,79597
17873,79676
17705,79724
17543,80371
17086,79806
16762,79806
17251,79800
17028,79800
16424,80246
15845,80200
15474,80200
16789,79285
16657,79413
16895,79413
17014,80437
16530,80818
17246,80818
17164,80818
17025,80854
16766,80854
16532,80584
17120,80584
16993,80584
16533,78719
16170,78305
15435,78128
16317,78072
16250,77530
16128,79121
15841,78530
16088,78530
16360,78530
16436,78386
16913,78335
16878,78335
17091,78024
17387,77945
17357,78313
16953,77943
16291,77576
16156,78511
16480,78621
16359,78937
15796,79342
14339,78837
13327,78474
14242,78439
14302,78439
14491,78559
14663,77338
14407,78428
15821,78972
16176,78972
16111,78774
15533,77974
15650,77082
16575,77613
16709,77613
16699,78877
16477,78210
15950,79254
16301,79892
16286,79892
16156,79603
15757,78229
15100,78586
15582,78884
15581,79073
15137,77370
14454,77378
14364,76908
14674,76908
14819,76513
14688,76403
16111,76236
16989,76386
17326,76125
17277,75905
17200,76181
17039,75932
16459,78017
16318,78294
15928,78878
16373,78697
15910,79192
15846,78500
15487,78237
14600,78446
15938,78770
16010,78500
16482,78042
16699,78042
16625,77236
16901,77500
17048,76889
17250,77024
17243,77754
17220,77608
16848,77376
16756,76769
16311,76308
15295,77517
16286,78515
15916,78574
15561,77900
15257,77764
15311,78264
15526,78243
15438,78542
15701,78597
16219,78180
15918,78536
16211,78731
16281,79251
16232,79224
16160,79273
15866,79038
16728,78178
16571,78067
16660,78326
16508,78326
15415,78497
16878,78297
16519,78069
16425,77424
16101,77208
15952,77308
16575,78470
16364,78470
16007,79200
15126,78757
14264,79108
16241,78667
15811,79103
15266,77917
14530,77892
15518,78054
14842,77708
14397,76720
16197,76491
16402,74750
16826,74750
16271,76911
17089,77184
16756,77373
16719,77859
16451,77859
16280,78459
16888,78459
16526,78459
15892,77569
15919,77924
15887,77865
16157,77924
16233,77224
16455,76335
17055,76669
17036,76669
16925,76539
17035,77738
16768,77035
15831,77359
16903,77468
16778,77468
16200,78113
16125,78297
16015,78981
16502,78981
16340,78981
16334,78219
16410,78025
16090,78419
16544,78864
16748,79381
16975,78462
16682,77718
15456,77700
16986,77989
16989,78267
16781,78389
16449,78389
15693,79235
16916,79235
16578,79235
16201,79757
16199,79757
15780,79765
16362,79630
16113,79251
16184,79008
16501,78756
15805,79697
16460,79697
16547,79697
17002,78853
17162,78642
14696,80127
16922,80127
17042,80486
17237,79432
18055,79227
17695,79551
17553,79551
17274,79011
17208,79887
16992,79326
15322,79738
16697,79884
16928,79592
16545,79539
15145,79928
17123,79928
17120,79038
16970,79447
16808,79462
17464,80100
17203,80371
17299,81103
16883,81108
16859,80941
16637,81811
17296,82324
17545,82324
17510,81846
17182,81630
16766,81684
17654,81884
17754,81884
17708,82262
17350,82673
16631,82457
17730,82638
17648,82414
17681,81657
17308,81435
16515,81392
17804,81484
17912,82026
17823,81959
18577,81789
17208,82371
17749,82760
17532,84125
17667,84264
16213,84978
17479,84924
17766,84811
17277,84712
16888,84777
16190,84789
17442,84816
17334,84546
17110,83051
16541,83162
16062,83736
17283,83645
17330,84039
17641,82153
17392,82446
17268,83753
17756,84253
17636,83918
17424,81674
17043,81305
16923,81489
17578,81674
17267,81700
16971,82911
16744,82911
16346,82437
17134,82395
17196,82395
17249,80517
17027,81011
15790,80589
17509,80206
17727,80416
17950,81963
18181,81963
17515,82763
18047,82763
17891,82605
17578,81884
17111,82668
16696,83274
17415,83274
17183,83274
16810,83335
16260,83335
16026,83795
16900,83335
16958,83341
16702,83368
16615,81479
16297,82032
17297,82032
17260,81479
17520,80137
16590,80530
17849,80095
17978,80021
18010,80021
17424,79505
18194,79505
18052,79505
17901,81782
17176,81566
16515,81758
17498,81713
17486,81976
17122,81958
16502,81958
16280,82711
16840,82884
16761,82249
16721,82545
16338,82545
15901,82249
16689,82249
16844,82249
16930,81833
17059,81833
17541,81833
17982,82197
18303,82197
18097,81934
17699,82065
17401,82644
16988,82387
16988,80008
17659,79568
18006,78681
18531,80382
18333,80488
17869,80431
18310,80891
17730,81508
17844,81973
16225,81694
17698,81694
17682,81694
17651,83405
17559,83405
16782,83865
17777,83865
17732,83865
17535,81772
17104,81022
16148,81832
17600,81832
17464,81679
17764,78744
17108,78766
16956,79300
17687,79300
18054,79232
18494,78139
18393,78566
17887,79135
18017,79167
17936,79250
18182,83062
17396,82454
17471,83074
18216,83074
18134,82426
18324,81509
17778,82009
16262,82009
18015,82009
18150,82367
17882,82453
17163,82453
16193,82894
17808,82758
17999,82758
17732,79491
17313,78397
16251,78997
17742,78997
17712,79838
17481,80275
16986,78953
13782,79395
17542,79395
17631,80250
17507,80094
15628,80144
18137,79811
18032,80144
18465,79666
18403,79758
17035,79666
18067,79666
18349,79814
18293,80982
17897,81453
17058,81074
18417,81074
18176,81074
18462,78797
18367,79558
16579,80240
18525,79770
18281,81184
17763,81184
13709,81284
18299,81284
15379,81284
18438,78929
18323,78929
17954,79356
18522,79356
18331,79356
18178,80040
17996,79771
17718,78386
18161,78386
17787,77824
17613,77386
16980,78869
16090,79522
17857,80116
17713,81008
17864,83200
18111,82950
16503,82749
18001,83006
17557,83006
17350,79861
17041,79278
15791,79000
17474,79278
17128,79000
17272,80886
17044,80686
15603,81029
17488,81029
17315,80571
17542,78364
17240,78278
13895,79848
17608,78971
17908,79400
18593,79647
17544,79353
17034,79606
18388,79156
18141,78806
18113,79485
18001,78826
17309,78577
18208,78577
18419,77997
17669,78608
16581,79340
18359,79026
18230,78847
17983,79985
17510,80691
17750,81597
18054,81597
18195,81556
17891,81059
17374,80623
17476,81558
18326,81687
18428,81742
18312,80381
18089,80090
17651,81082
18825,81280
18846,80788
18782,82994
18393,82994
17990,83347
18314,83388
18116,82894
17276,80019
16567,81139
17726,82925
18146,82925
18553,82925
18808,84800
18555,84794
17680,85400
18678,85316
18400,84994
18252,83694
16929,83569
18096,83569
18290,82950
17494,84293
17192,84583
16269,85887
17661,85887
17277,86250
17095,85118
17072,85118
16080,85270
17484,85270
17568,84444
17878,83367
17779,83562
17588,84911
18242,85397
18013,85525
17927,83688
17714,82870
16533,83609
17802,83264
17508,83264
17189,80341
17006,80429
16624,80018
17509,81106
17490,80739
17466,85154
17036,85439
14222,85166
17693,85166
17623,87651
17778,87582
17600,87582
16585,87763
18034,88191
17859,88191
17848,84915
17436,84915
16589,85072
17881,85072
17687,85072
17332,83356
16972,82944
15751,82944
17340,81730
17053,82161
16854,81637
16136,79666
15899,79666
16999,79637
17296,78585
17239,79858
17020,80827
18076,81074
18296,78215
18388,78215
17619,78215
18668,78215
18743,77676
18675,79882
18019,79735
17474,80061
18038,80088
18011,81400
17939,82174
17305,82231
16544,82060
17061,82712
17002,82712
16847,83091
16412,82889
17082,83388
17883,83779
18283,82194
18064,79467
17502,80015
17502,81985
18170,81133
18070,79825
17839,79075
17821,79500
17524,80632
17468,79665
16824,81057
17269,80474
17538,78309
17971,79725
17414,79248
18455,77745
18007,78685
17918,78888
17690,79731
15430,78418
17798,78127
17744,77821
17762,77378
17386,77066
17542,76848
17934,76350
17308,76232
17173,76875
16972,78235
16277,78944
17322,79221
17238,79097
17285,79126
17255,79274
17452,79120
17523,79606
17573,79263
17824,78491
16978,78491
17079,78491
17759,78220
17797,78963
18010,78891
17736,78406
17691,78949
17859,78949
17592,78377
17406,78143
17380,77735
16825,78000
17496,78944
17262,78944
17175,78518
15458,78270
15177,78938
17301,78938
17104,77791
17109,79426
16533,79761
15422,79628
17178,79628
17254,79628
16827,77672
16071,78035
14461,77262
17476,78047
17381,78858
17038,77886
15592,79064
17962,79974
17889,80441
17983,79492
17580,79373
16767,79838
18149,79492
18150,78978
18019,80400
16733,79109
15551,80222
18071,79944
18043,79750
18386,79657
17785,79874
15710,81154
18601,81154
18332,80706
17088,80706
18354,80385
15122,80385
18243,80385
18075,81881
17837,82217
17981,82217
16647,83076
18211,83076
17713,83209
17496,81035
17579,80630
16246,80406
17892,79308
17508,79068
17480,78711
17155,78287
18008,79069
17949,79186
18063,79722
18258,80809
17774,81463
16210,83503
18213,83648
17600,83648
17632,84444
17472,83226
17339,84538
17741,84859
17571,84794
17489,84276
16736,83591
15659,84026
17738,84706
17375,84706
17014,82506
16564,81519
15838,81711
17346,81642
17455,82568
17617,83179
17831,83912
13439,84826
17907,85089
17874,84364
17715,83421
17552,83615
15772,83823
17926,83339
17809,84263
17920,84263
17215,79594
16279,79300
18204,79394
18321,80272
18337,80271
17926,81300
17656,80881
18727,81663
18861,81850
18795,84135
18435,84135
18186,83227
18691,83777
18849,84310
18750,83371
18050,83694
17783,82503
18667,83052
14596,83052
14596,86764
19178,87764
19266,88103
19473,87839
19250,88863
14246,89352
18835,89509
18628,89509
18227,88259
17641,88259
14150,88053
18045,88600
17607,88553
20579,88553
17734,89710
16052,88220
18065,88220
18085,88220
18602,89553
18587,89553
16675,90397
18717,90541
18974,89200
18713,87643
18438,87877
17095,90031
18525,89784
18272,90129
17995,90328
17869,90935
17431,91556
18036,91090
17725,91173
17666,91397
17609,90588
16963,91520
18001,91500
18169,91500
18206,89834
17905,90021
16834,90424
18479,90317
18287,90317
18410,90114
18055,89656
16844,89656
18653,89829
18381,89339
18307,91248
18184,91050
17283,90420
18411,89859
18334,90418
18243,90110
18177,89903
14336,91033
18660,90485
18660,89735
18707,88056
18437,88056
16570,89277
18749,89277
18651,89368
18513,89139
18048,86633
17735,87510
18572,88079
18536,88310
18429,90312
17766,90130
17630,90542
18566,90188
18516,90358
18089,90858
18155,90384
19129,90094
19293,89797
19261,89938
19630,91100
20230,91100
20456,90632
20573,91730
20485,92135
19829,91905
20113,91986
20029,92943
19874,93608
19474,93617
18037,94215
17368,94112
16069,94112
13457,93756
13457,92543
17935,93527
18317,94590
19446,94623
16095,95303
18557,95906
18186,95961
18067,93923
18234,92231
18289,91979
18420,92462
18520,91943
18833,90993
19107,89757
14247,90248
18944,88752
19163,89757
19348,92632
19069,93150
16635,91526
19045,91311
18941,91311
18862,91924
18790,92393
15519,92675
18708,92086
18571,93052
18723,89696
18570,91961
16124,92287
18668,92255
18608,91247
19011,90320
18620,90261
17114,91255
18761,93669
18543,93669
19129,93465
18412,93465
17404,92157
18617,92157
18704,92157
18764,94147
18257,94147
13542,93390
18511,93797
18693,93797
19346,91846
18487,91257
14860,90507
19180,90663
19497,90659
19437,94027
19037,93320
18062,94567
19620,94500
19847,93887
19739,94750
16865,95394
20346,95706
20341,95424
20211,95273
19750,94812
19060,94774
20396,94500
20001,93333
19883,93333
19934,-
14772,91346
18727,91346
20011,92571
19963,92111
19649,92552
19641,93813
20189,93790
20182,93790
20396,93152
20217,94239
18956,94852
20542,94179
20521,93130
20906,94186
21304,93871
18523,93066
21372,93124
21607,94210
22259,97110
22409,97319
17790,97455
22227,98663
22223,100029
21885,101097
20560,100238
20266,98286
20493,99211
19519,99689
18615,99263
17582,99337
15937,98872
18235,100493
18564,100048
18961,99875
19084,100003
15557,100575
19301,100575
19101,100039
18780,101974
18611,101889
13378,101503
19330,102260
19843,102517
20490,101973
20778,101397
16144,101034
20586,100870
20228,100624
20329,100117
19488,99657
17154,99657
20504,100371
20603,100142
20477,100925
19697,100925
17352,101406
20377,100761
20406,100020
20439,99633
20296,99325
16377,99856
20338,100896
20441,100107
20483,98693
20334,98437
17261,98903
20905,99537
20948,99146
20886,99410
19681,100521
19304,99638
20761,99809
21185,99506
20815,102146
20195,101803
17320,101803
20358,101474
20812,102441
20600,101348
20432,100693
19016,100797
20399,101737
20261,101452
20360,100744
19453,98448
18288,97411
20125,97964
20162,99735
19973,98968
19252,100596
19216,99845
20390,99845
20502,100293
20629,101803
20186,101835
19775,101890
21033,101520
21078,101159
20678,101277
20111,101277
18970,102752
20156,103327
19963,103933
19810,104347
20272,104894
22111,104747
19667,104188
19667,104188
19667,104077
21220,104048
21028,104048
20673,103015
17721,101315
20766,101573
21258,100496
21001,100496
20740,99381
16757,99381
20994,100696
20894,100696
20621,100532
20472,100291
18235,100291
20511,101117
20436,100641
19718,102512
19173,100412
17635,103225
20003,104386
20037,104386
19923,103723
19992,103252
16136,103956
20381,103956
20426,104548
20398,104779
19683,105097
17049,104310
20434,104310
19980,104310
19951,104355
19689,103206
18153,103794
19872,104593
19437,103794
19237,102445
18953,101510
17308,101900
19587,101727
19808,102613
19970,102473
19521,102473
14312,102579
19846,102523
19690,102381
19095,102600
18617,101531
15434,101909
19304,102600
18675,101297
18284,100421
18179,100207
16251,100373
19339,101760
